"region";"spp_name";"latin_name";"rfmo";"rfmo_stock_id";"x3a_code";"worms_aphia_id";"fides_area";"area";"area_bis";"tac_area_description";"comments";"latin_name_join"
"324";"Mediterranean and Black Sea";"Sand smelt";"Atherina boyeri, Atherina hepsetus, Atherina presbyter, Atherina breviceps, Atherina lopeziana, Atherina, Atherina spp";"GFCM";NA;"ATB, AHH, ATP, ATQ, AZV, AVX";"163002000301, 163002000302, 163002000303, 163002000304, 163002000305";"No TAC";"GSAs 9, 10, 16, 19";"37_1_3,37_2_2";"";"";"Atherina boyeri, Atherina hepsetus, Atherina presbyter, Atherina breviceps, Atherina lopeziana, Atherina, Atherina spp"
"325";"Mediterranean and Black Sea";"Bogue";"Boops boops";"GFCM";NA;"BOG";"127047";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"Boops boops"
"326";"Mediterranean and Black Sea";"Blue crab";"Callinectes sapidus";"GFCM";NA;"CRB";"107379";"No TAC";"GSAs 8-10, 11.2, 12-16, 18-21";"37_1_3,37_2_2";"";"";"Callinectes sapidus"
"327";"Mediterranean and Black Sea";"Striped Venus clam";"Chamelea gallina";"GFCM";NA;"SVE";"141907";"No TAC";"GSAs 17-18";"37_2_1";"";"";"Chamelea gallina"
"328";"Mediterranean and Black Sea";"Sardinia coral";"Corallium rubrum";"GFCM";NA;"COL";"125416";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"Corallium rubrum"
"329";"Mediterranean and Black Sea";"Dolphinfish";"Coryphaena hippurus";"GFCM";NA;"DOL";"126846";"No TAC";"GSAs 12-27";"37_2_2,37_3_1,37_3_2";"";"";"Coryphaena hippurus"
"330";"Mediterranean and Black Sea";"Sea bass";"Dicentrarchus labrax";"GFCM";NA;"BSS";"126975";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"Dicentrarchus labrax"
"331";"Mediterranean and Black Sea";"Annular seabream";"Diplodus annularis";"GFCM";NA;"ANN";"127049";"No TAC";"GSAs 12-16, 19-21";"37_2_2";"";"";"Diplodus annularis"
"332";"Mediterranean and Black Sea";"Horned/curled octopus";"Eledone cirrhosa";"GFCM";NA;"EOI";"140600";"No TAC";"GSAs 1-23";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1";"";"";"Eledone cirrhosa"
"333";"Mediterranean and Black Sea";"Musky octopus";"Eledone moschata";"GFCM";NA;"EDT";"140601";"No TAC";"GSAs 8-23";"37_1_2,37_1_3,37_2_1,37_2_2,37_3_1";"";"";"Eledone moschata"
"334";"Mediterranean and Black Sea";"Anchovy";"Engraulis encrasicolus";"GFCM";NA;"ANE";"126426";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";"";"Engraulis encrasicolus"
"335";"Mediterranean and Black Sea";"Grey gurnard";"Eutrigla gurnardus";"GFCM";NA;"GUG";"150637";"No TAC";"GSAs 13-16, 18-23";"37_2_2,37_3_1";"";"";"Eutrigla gurnardus"
"336";"Mediterranean and Black Sea";"Blackmouth catshark";"Galeus melastomus";"GFCM";NA;"SHO";"105812";"No TAC";"GSAs 1-11";"37_1_1";"";"";"Galeus melastomus"
"337";"Mediterranean and Black Sea";"Todarodes flying squids nei";"Todarodes sagittatus, Todarodes filippovae, Todarodes pacificus, Todarodes angolensis, Todarodes, Todarodes spp";"GFCM";NA;"SQE, TFP, SQJ, SQG, QSX";"321005005801, 321005005802, 321005005803, 321005005804";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"Todarodes sagittatus, Todarodes filippovae, Todarodes pacificus, Todarodes angolensis, Todarodes, Todarodes spp"
"338";"Mediterranean and Black Sea";"Shortfin squids ne";"Illex illecebrosus, Illex coindetii, Illex argentinus, Illex oxygonius, Illex, Illex spp";"GFCM";NA;"SQI, SQM, SQA, IXO, ILL";"321005001001, 321005001002, 321005001003, 321005001005";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"Illex illecebrosus, Illex coindetii, Illex argentinus, Illex oxygonius, Illex, Illex spp"
"339";"Mediterranean and Black Sea";"Silver-cheeked toadfish";"Lagocephalus sceleratus";"GFCM";NA;"LFZ";"219954";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"Lagocephalus sceleratus"
"340";"Mediterranean and Black Sea";"Common squid";"Loligo vulgaris";"GFCM";NA;"SQR";"140271";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"Loligo vulgaris"
"341";"Mediterranean and Black Sea";"Black-bellied angler";"Lophius budegassa";"GFCM";NA;"ANK";"126554";"No TAC";"GSAs 1-16, 19-23";"37_1_1,37_1_2,37_1_3,37_2_2";"";"";"Lophius budegassa"
"342";"Mediterranean and Black Sea";"Anglerfish";"Lophius piscatorius";"GFCM";NA;"MON";"126555";"No TAC";"GSAs 1-16, 18-23";"37_1_1,37_1_2,37_1_3,37_2_2";"";"";"Lophius piscatorius"
"343";"Mediterranean and Black Sea";"Whiting";"Merlangius merlangus";"GFCM";NA;"WHG";"126438";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";"";"";"Merlangius merlangus"
"344";"Mediterranean and Black Sea";"Hake";"Merluccius merluccius";"GFCM";NA;"HKE";"126484";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"Merluccius merluccius"
"345";"Mediterranean and Black Sea";"Blue whiting";"Micromesistius poutassou";"GFCM";NA;"WHB";"126439";"No TAC";"GSAs 1-11, 22-23";"37_1_1,37_3_1";"";"";"Micromesistius poutassou"
"346";"Mediterranean and Black Sea";"Grey mullets";"Mugilidae";"GFCM";NA;"MGS";"125546";"No TAC";"GSAs 8-10, 11.2, 12-23";"37_1_3,37_2_1,37_2_2,37_3_1";"";"";"Mugilidae"
"347";"Mediterranean and Black Sea";"Red mullet";"Mullus barbatus";"GFCM";NA;"MUT";"126985";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";"";"Mullus barbatus"
"348";"Mediterranean and Black Sea";"Striped red mullet";"Mullus surmuletus";"GFCM";NA;"MUR";"126986";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"";"";"Mullus surmuletus"
"349";"Mediterranean and Black Sea";"Norway lobster";"Nephrops norvegicus";"GFCM";NA;"NEP";"107254";"No TAC";"GSAs 1-21";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"";"";"Nephrops norvegicus"
"350";"Mediterranean and Black Sea";"Common octopus";"Octopus vulgaris";"GFCM";NA;"OCC";"140605";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"Octopus vulgaris"
"351";"Mediterranean and Black Sea";"Blackspot seabream";"Pagellus bogaraveo";"GFCM";NA;"SBR";"127059";"No TAC";"GSAs 1-11";"37_1_1";"";"";"Pagellus bogaraveo"
"352";"Mediterranean and Black Sea";"Common pandora";"Pagellus erythrinus";"GFCM";NA;"PAC";"127060";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"Pagellus erythrinus"
"353";"Mediterranean and Black Sea";"Caramote prawn";"Penaeus kerathurus";"GFCM";NA;"TGS";"246388";"No TAC";"GSAs 22-23";"37_3_1";"";"";"Penaeus kerathurus"
"354";"Mediterranean and Black Sea";"Deepwater rose shrimp";"Parapenaeus longirostris";"GFCM";NA;"DPS";"107109";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"Parapenaeus longirostris"
"355";"Mediterranean and Black Sea";"Blue crab";"Portunus segnis";"GFCM";NA;"QSO";"1061760";"No TAC";"GSAs 8-10, 11.2, 12-16, 18-21";"37_1_3,37_2_2";"";"";"Portunus segnis"
"356";"Mediterranean and Black Sea";"Devil firefish";"Pterois miles";"GFCM";NA;"UHQ";"218077";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"Pterois miles"
"357";"Mediterranean and Black Sea";"Mediterranean starry ray";"Raja asterias";"GFCM";NA;"JRS";"105881";"No TAC";"GSAs 1-11";"37_1_1";"";"";"Raja asterias"
"358";"Mediterranean and Black Sea";"Thornback ray";"Raja clavata";"GFCM";NA;"RJC";"105883";"No TAC";"GSAs 1-16, 19-21";"37_1_1,37_1_2,37_1_3,37_2_2";"";"";"Raja clavata"
"359";"Mediterranean and Black Sea";"Rapa whelk";"Rapana venosa";"GFCM";NA;"RPW";"140416";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";"";"";"Rapana venosa"
"360";"Mediterranean and Black Sea";"Sardine";"Sardina pilchardus";"GFCM";NA;"PIL";"126421";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"Sardina pilchardus"
"361";"Mediterranean and Black Sea";"Round sardinella";"Sardinella aurita";"GFCM";NA;"SAA";"126422";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"";"";"Sardinella aurita"
"362";"Mediterranean and Black Sea";"Lizardfish";"Saurida lessepsianus";"GFCM";NA;"SZX";"932880";"No TAC";"GSAs 22-27";"37_3_1,37_3_2";"";"";"Saurida lessepsianus"
"363";"Mediterranean and Black Sea";"Brushtooth lizardfish";"Saurida undosquamis";"GFCM";NA;"LIB";"126371";"No TAC";"GSAs 22-27";"37_3_1,37_3_2";"";"";"Saurida undosquamis"
"364";"Mediterranean and Black Sea";"Turbot";"Scophthalmus maximus";"GFCM";NA;"TUR";"127149";"F3742C";"GSAs 28-29";"37_4_1,37_4_2";"Black Sea (Division 37.4.2) - EU waters";"FIDES match";"Scophthalmus maximus"
"365";"Mediterranean and Black Sea";"Atlantic chub mackerel";"Scomber colias";"GFCM";NA;"VMA";"151174";"No TAC";"GSAs 1-11, 22-27";"37_1_1,37_3_1,37_3_2";"";"";"Scomber colias"
"366";"Mediterranean and Black Sea";"Mackerel";"Scomber scombrus";"GFCM";NA;"MAC";"127023";"No TAC";"GSAs 1-16, 19-21";"37_1_1,37_1_2,37_1_3,37_2_2";"";"";"Scomber scombrus"
"367";"Mediterranean and Black Sea";"All commercial sharks, rays and skates";"Selachii, Rajidae";"GFCM";NA;"SRX";NA;"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";"";"Selachii, Rajidae"
"368";"Mediterranean and Black Sea";"Cuttlefish";"Sepia officinalis";"GFCM";NA;"CTC";"141444";"No TAC";"GSAs 1-21";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"";"";"Sepia officinalis"
"369";"Mediterranean and Black Sea";"Dusky spinefoot";"Siganus luridus";"GFCM";NA;"IGU";"127044";"No TAC";"GSAs 22-27";"37_3_1,37_3_2";"";"";"Siganus luridus"
"370";"Mediterranean and Black Sea";"Marbled spinefoot";"Siganus rivulatus";"GFCM";NA;"SRI";"127045";"No TAC";"GSAs 22-27";"37_3_1,37_3_2";"";"";"Siganus rivulatus"
"371";"Mediterranean and Black Sea";"Sole";"Solea solea";"GFCM";NA;"SOL";"127160";"No TAC";"GSAs 17-18, 22-27";"37_2_1,37_3_1,37_3_2";"";"";"Solea solea"
"372";"Mediterranean and Black Sea";"Gilthead sea bream";"Sparus aurata";"GFCM";NA;"SBG";"151523";"No TAC";"GSAs 7, 22-23";"37_1_1,37_3_1";"";"";"Sparus aurata"
"373";"Mediterranean and Black Sea";"European barracuda";"Sphyraena sphyraena";"GFCM";NA;"YRS";"127068";"No TAC";"GSAs 12-16, 19-21";"37_2_2";"";"";"Sphyraena sphyraena"
"374";"Mediterranean and Black Sea";"Picarels";"Spicara smaris";"GFCM";NA;"SPC";"126830";"No TAC";"GSAs 17-18, 22-27";"37_2_1,37_3_1,37_3_2";"";"";"Spicara smaris"
"375";"Mediterranean and Black Sea";"European sprat";"Sprattus sprattus";"GFCM";NA;"SPR";"126425";"F3742C";"GSAs 28-29";"37_4_1,37_4_2";"";"FIDES match";"Sprattus sprattus"
"376";"Mediterranean and Black Sea";"Picked dogfish";"Squalus acanthias";"GFCM";NA;"DGS";"105923";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";"";"";"Squalus acanthias"
"377";"Mediterranean and Black Sea";"Mantis shrimp";"Squilla mantis";"GFCM";NA;"MTS";"136137";"No TAC";"GSAs 17-18";"37_2_2";"";"";"Squilla mantis"
"378";"Mediterranean and Black Sea";"Mediterranean horse mackerel";"Trachurus mediterraneus";"GFCM";NA;"HMM";"126820";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";"";"Trachurus mediterraneus"
"379";"Mediterranean and Black Sea";"Blue jack mackerel";"Trachurus picturatus";"GFCM";NA;"JAA";"126821";"No TAC";"GSAs 1-11";"37_1_1";"";"";"Trachurus picturatus"
"380";"Mediterranean and Black Sea";"Atlantic horse mackerel";"Trachurus trachurus";"GFCM";NA;"HOM";"126822";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";"";"Trachurus trachurus"
"381";"Mediterranean and Black Sea";"Poor cod";"Trisopterus minutus";"GFCM";NA;"POD";"126446";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";"";"Trisopterus minutus"
"382";"Mediterranean and Black Sea";"Clam";"Veneridae";"GFCM";NA;"CLV";"243";"No TAC";"GSAs 6, 13-21";"37_1_1,37_2_2";"";"";"Veneridae"
"383";"Outermost regions";"Limpets";"Patellidae";"NONE";NA;"LPZ";"113";"No TAC";"Azores EEZ, Canary/Madeira EEZ";"27_10,34_1_2";"";"";"Patellidae"
"384";"Outermost regions";"Sardine";"Sardina pilchardus";"NONE";NA;"PIL";"126421";"No TAC";"Azores EEZ, Canary/Madeira EEZ";"27_10,34_1_2";"";"";"Sardina pilchardus"
"385";"Outermost regions";"Sardinella";"Sardinella aurita";"NONE";NA;"SAA";"126422";"No TAC";"Canary/Madeira EEZ";"34_1_2";"";"";"Sardinella aurita"
"386";"Outermost regions";"Sardinella";"Sardinella maderensis";"NONE";NA;"SAE";"126423";"No TAC";"Azores EEZ";"27_10";"";"";"Sardinella maderensis"
"387";"Outermost regions";"Parrotfish";"Sparisoma cretense";"NONE";NA;"PRR";"231441";"No TAC";"Azores EEZ, Canary/Madeira EEZ";"27_10,34_1_2";"";"";"Sparisoma cretense"
"388";"Outermost regions";"Softhead sea catfish";"Amphiarius rugispinis";"NONE";NA;"AWR";"279587";"No TAC";"French Guiana EEZ";"31";"";"";"Amphiarius rugispinis"
"389";"Outermost regions";"Kumakuma";"Brachyplatystoma filamentosum";"NONE";NA;"BPF";"279984";"No TAC";"French Guiana EEZ";"31";"";"";"Brachyplatystoma filamentosum"
"390";"Outermost regions";"Crevalle jack";"Caranx hippos";"NONE";NA;"CVJ";"126803";"No TAC";"French Guiana EEZ";"31";"";"";"Caranx hippos"
"391";"Outermost regions";"Snooks";"Centropomus unionensis, Centropomus armatus, Centropomus ensiferus, Centropomus medius, Centropomus nigrescens, Centropomus parallelus, Centropomus pectinatus, Centropomus robalito, Centropomus undecimalis, Centropomus viridis, Centropomus mexicanus, Centropomus, Centropomus spp";"NONE";NA;"EPJ, EPU, EPN, EPD, EPG, EPP, EPS, EPL, SNO, JPV, JPM, ROB";"170001002501, 170001002502, 170001002503, 170001002504, 170001002506, 170001002507, 170001002508, 170001002509, 170001002510, 170001002511, 170001002512";"No TAC";"French Guiana EEZ";"31";"";"";"Centropomus unionensis, Centropomus armatus, Centropomus ensiferus, Centropomus medius, Centropomus nigrescens, Centropomus parallelus, Centropomus pectinatus, Centropomus robalito, Centropomus undecimalis, Centropomus viridis, Centropomus mexicanus, Centropomus, Centropomus spp"
"392";"Outermost regions";"Acoupa weakfish";"Cynoscion acoupa";"NONE";NA;"YNA";"276074";"No TAC";"French Guiana EEZ";"31";"";"";"Cynoscion acoupa"
"393";"Outermost regions";"Smalltooth weakfish";"Cynoscion steindachneri";"NONE";NA;"WKB";"276091";"No TAC";"French Guiana EEZ";"31";"";"";"Cynoscion steindachneri"
"394";"Outermost regions";"Green weakfish";"Cynoscion virescens";"NONE";NA;"YNV";"276094";"No TAC";"French Guiana EEZ";"31";"";"";"Cynoscion virescens"
"395";"Outermost regions";"Atlantic goliath grouper";"Epinephelus itajara";"NONE";NA;"EET";"159353";"No TAC";"French Guiana EEZ";"31";"";"";"Epinephelus itajara"
"396";"Outermost regions";"Torroto grunt";"Genyatremus luteus";"NONE";NA;"GEU";"280829";"No TAC";"French Guiana EEZ";"31";"";"";"Genyatremus luteus"
"397";"Outermost regions";"Tripletail";"Lobotes surinamensis";"NONE";NA;"LOB";"126973";"No TAC";"French Guiana EEZ";"31";"";"";"Lobotes surinamensis"
"398";"Outermost regions";"Houndsharks, smoothhounds nei";"Lutjanus purpureus";"NONE";NA;"SNC,SNA";"276547";"No TAC";"French Guiana EEZ";"31";"";"";"Lutjanus purpureus"
"399";"Outermost regions";"King weakfish";"Macrodon ancylodon";"NONE";NA;"WKK";"281477";"No TAC";"French Guiana EEZ";"31";"";"";"Macrodon ancylodon"
"400";"Outermost regions";"Tarpon";"Megalops atlanticus";"NONE";NA;"TAR";"126430";"No TAC";"French Guiana EEZ";"31";"";"";"Megalops atlanticus"
"401";"Outermost regions";"Penaeus shrimp";"Penaeus subtilis";"NONE";NA;"PEN";"762829";"FGU.";"French Guiana EEZ";"31";"";"FIDES match";"Penaeus subtilis"
"402";"Outermost regions";"South American silver croaker";"Plagioscion squamosissimus";"NONE";NA;"LGQ";"990098";"No TAC";"French Guiana EEZ";"31";"";"";"Plagioscion squamosissimus"
"403";"Outermost regions";"Gillbacker sea catfish";"Sciades parkeri";"NONE";NA;"AWP";"712442";"No TAC";"French Guiana EEZ";"31";"";"";"Sciades parkeri"
"404";"Outermost regions";"Crucifix sea catfish";"Sciades proops";"NONE";NA;"AXP";"282702";"No TAC";"French Guiana EEZ";"31";"";"";"Sciades proops"
"405";"Outermost regions";"Seerfishes nei";"Scomberomorus sinensis, Scomberomorus commerson, Scomberomorus guttatus, Scomberomorus lineolatus, Scomberomorus cavalla, Scomberomorus maculatus, Scomberomorus regalis, Scomberomorus sierra, Scomberomorus queenslandicus, Scomberomorus tritor, Scomberomorus niphonius, Scomberomorus semifasciatus, Scomberomorus brasiliensis, Scomberomorus koreanus, Scomberomorus concolor, Scomberomorus multiradiatus, Scomberomorus plurilineatus, Scomberomorus munroi, Scomberomorus, Scomberomorus spp";"NONE";NA;"CHY, COM, GUT, STS, KGM, SSM, CER, SIE, QUM, MAW, NPH, BBM, BRS, KOS, MOS, PAP, KAK, ASM, KGX";"175001001501, 175001001503, 175001001504, 175001001505, 175001001506, 175001001507, 175001001508, 175001001509, 175001001510, 175001001511, 175001001512, 175001001513, 175001001515, 175001001516, 175001001517, 175001001518, 175001001519, 175001001520";"No TAC";"French Guiana EEZ";"31";"";"";"Scomberomorus sinensis, Scomberomorus commerson, Scomberomorus guttatus, Scomberomorus lineolatus, Scomberomorus cavalla, Scomberomorus maculatus, Scomberomorus regalis, Scomberomorus sierra, Scomberomorus queenslandicus, Scomberomorus tritor, Scomberomorus niphonius, Scomberomorus semifasciatus, Scomberomorus brasiliensis, Scomberomorus koreanus, Scomberomorus concolor, Scomberomorus multiradiatus, Scomberomorus plurilineatus, Scomberomorus munroi, Scomberomorus, Scomberomorus spp"
"406";"Outermost regions";"Honeycomb cowfish";"Acanthostracion polygonius";"NONE";NA;"BXF";"158919";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Acanthostracion polygonius"
"407";"Outermost regions";"Scrawled cowfish";"Acanthostracion quadricornis";"NONE";NA;"BXF";"158920";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Acanthostracion quadricornis"
"408";"Outermost regions";"Ocean surgeon";"Acanthurus bahianus";"NONE";NA;"SUR";"159578";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Acanthurus bahianus"
"409";"Outermost regions";"Doctorfish";"Acanthurus chirurgus";"NONE";NA;"SUR";"159580";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Acanthurus chirurgus"
"410";"Outermost regions";"Scribbled leatherjac. Filefish";"Aluterus scriptus";"NONE";NA;"FFX";"159491";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Aluterus scriptus"
"411";"Outermost regions";"Black margate";"Anisotremus surinamensis";"NONE";NA;"HNU";"279623";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Anisotremus surinamensis"
"412";"Outermost regions";"Batoid fishes nei";"Batoidimorpha (Hypotremata)";"NONE";NA;"BAI";NA;"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Batoidimorpha (Hypotremata)"
"413";"Outermost regions";"Queen triggerfish";"Balistes vetula";"NONE";NA;"TRI";"127397";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Balistes vetula"
"414";"Outermost regions";"Jolthead porgy";"Calamus bajonado";"NONE";NA;"CBD";"159241";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Calamus bajonado"
"415";"Outermost regions";"American whitespotted filefish";"Cantherhines macrocerus";"NONE";NA;"FFX";"276250";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Cantherhines macrocerus"
"416";"Outermost regions";"Ocean triggerfish";"Canthidermis sufflamen";"NONE";NA;"TRI";"127399";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Canthidermis sufflamen"
"417";"Outermost regions";"Yellow jack";"Caranx bartholomaei";"NONE";NA;"CGX";"302312";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Caranx bartholomaei"
"418";"Outermost regions";"Horse-eye jack";"Caranx latus";"NONE";NA;"CGX";"126804";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Caranx latus"
"419";"Outermost regions";"Bar jack";"Caranx ruber";"NONE";NA;"CGX";"302432";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Caranx ruber"
"420";"Outermost regions";"Graysby";"Cephalopholis cruentata";"NONE";NA;"CFL,USB";"279146";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Cephalopholis cruentata"
"421";"Outermost regions";"Coney";"Cephalopholis fulva";"NONE";NA;"CFJ,USB";"279148";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Cephalopholis fulva"
"422";"Outermost regions";"Rock hind";"Epinephelus adscensionis";"NONE";NA;"GPX";"159351";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Epinephelus adscensionis"
"423";"Outermost regions";"Red hind";"Epinephelus guttatus";"NONE";NA;"GPX";"159352";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Epinephelus guttatus"
"424";"Outermost regions";"Nassau grouper";"Epinephelus striatus";"NONE";NA;"GPN";"159222";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Epinephelus striatus"
"425";"Outermost regions";"Queen snapper";"Etelis oculatus";"NONE";NA;"EEO";"159789";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Etelis oculatus"
"426";"Outermost regions";"Caesar grunt";"Haemulon carbonarium";"NONE";NA;"HLC,GRX";"275724";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Haemulon carbonarium"
"427";"Outermost regions";"French grunt";"Haemulon flavolineatum";"NONE";NA;"HLV,GRX";"275727";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Haemulon flavolineatum"
"428";"Outermost regions";"Sailor's grunt";"Haemulon parra";"NONE";NA;"HLP,GRX";"275731";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Haemulon parra"
"429";"Outermost regions";"White grunt";"Haemulon plumierii";"NONE";NA;"HLI,GRX";"158808";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Haemulon plumierii"
"430";"Outermost regions";"Bluestriped grunt";"Haemulon sciurus";"NONE";NA;"HHI,GRX";"275733";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Haemulon sciurus"
"431";"Outermost regions";"Mutton snapper";"Lutjanus analis";"NONE";NA;"LJN,SNA";"159792";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Lutjanus analis"
"432";"Outermost regions";"Schoolmaster snapper";"Lutjanus apodus";"NONE";NA;"LJP,SNA";"159793";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Lutjanus apodus"
"433";"Outermost regions";"Dog snapper";"Lutjanus jocu";"NONE";NA;"LJJ,SNA";"159798";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Lutjanus jocu"
"434";"Outermost regions";"Silk snapper";"Lutjanus vivanus";"NONE";NA;"LTJ,SNA";"159801";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Lutjanus vivanus"
"435";"Outermost regions";"Yellow goatfish";"Mulloidichthys martinicus";"NONE";NA;"YMZ";"277991";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Mulloidichthys martinicus"
"436";"Outermost regions";"Yellowtail snapper";"Ocyurus chrysurus";"NONE";NA;"SNY";"159803";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Ocyurus chrysurus"
"437";"Outermost regions";"Green spiny lobster";"Panulirus argus";"NONE";NA;"SLC";"382891";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Panulirus argus"
"438";"Outermost regions";"Spotted spiny lobster";"Panulirus guttatus";"NONE";NA;"NLG";"382896";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Panulirus guttatus"
"439";"Outermost regions";"Keeltail needlefish";"Platybelone argalus";"NONE";NA;"PTA";"126377";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Platybelone argalus"
"440";"Outermost regions";"Atlantic bigeye";"Priacanthus arenatus";"NONE";NA;"PQR";"127005";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Priacanthus arenatus"
"441";"Outermost regions";"Spotted goatfish";"Pseudupeneus maculatus";"NONE";NA;"UDU,MUX";"159421";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Pseudupeneus maculatus"
"442";"Outermost regions";"Lion fish";"Pterois volitans";"NONE";NA;"PZO";"159559";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Pterois volitans"
"443";"Outermost regions";"Various sharks nei";"Selachimorpha (Pleurotremata)";"NONE";NA;"SKH";NA;"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Selachimorpha (Pleurotremata)"
"444";"Outermost regions";"Redband parrotfish";"Sparisoma aurofrenatum";"NONE";NA;"RMF,PWT";"273772";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"Sparisoma aurofrenatum"
