"region";"spp_name";"latin_name";"rfmo";"rfmo_stock_id";"x3a_code";"fides_area";"area";"area_bis";"tac_area_description";"comments";"X";"X.1";"area_rdb"
"136";"North-East Atlantic";"Frilled shark";"Chlamydoselachus anguineus";"ICES";NA;"HXC";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"137";"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"06ACL.";"5a";"27_5_A";"";"No FIDES match";NA;NA;"27.5.a,27.5.a.1,27.5.a.2"
"138";"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"5B6ANB";"5b, 6b";"27_5_B,27_6_B";"";"FIDES match but difference with area";NA;NA;"27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b27.6.b,27.6.b.1,27.6.b.2"
"139";"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"07A/MM";"7aN";"27_7_A";"";"FIDES match but difference with area";NA;NA;"27.7.a"
"140";"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"6AS7BC";"6a, 7bc";"27_6_A,27_7_B,27_7_C";"";"FIDES match but difference with area";NA;NA;"27.6.a,27.6.a.n,27.6.a.s27.7.b,27.7.c,27.7.c.1,27.7.c.2"
"141";"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"7G-K";"7aS, 7gh, 7jk";"27_7_A,27_7_G,27_7_H,27_7_J,27_7_K";"";"FIDES match but difference with area";NA;NA;"27.7.a,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.2"
"142";"North-East Atlantic";"Conger";"Conger conger";"ICES";NA;"COE";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"NEAFC Stock - Deep Sea Fisheries";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"143";"North-East Atlantic";"Roundnose grenadier";"Coryphaenoides rupestris";"ICES";NA;"RNG";"No TAC";"5b, 6, 7";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"to be confirmed";"No target species";NA;NA;"27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.2"
"144";"North-East Atlantic";"Roundnose grenadier";"Coryphaenoides rupestris";"ICES";NA;"RNG";"No TAC";"8, 9, 10, 12, 14";"27_8,27_9,27_10,27_12,27_14";"to be confirmed";"No target species";NA;NA;"27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"145";"North-East Atlantic";"Kitefin shark";"Dalatias licha";"ICES";NA;"SCK";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"NEAFC Stock - Deep Sea Fisheries";"Prohibited";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"146";"North-East Atlantic";"Common stingray";"Dasyatis pastinaca";"ICES";NA;"SRX";"No TAC";"7, 8";"27_7,27_8";"SRX = all rays";"";NA;NA;"27.7,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.7.c.1,27.7.c.2,27.7.j.1,27.7.j.2,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.2"
"147";"North-East Atlantic";"Birdbeak dogfish";"Deania calcea";"ICES";NA;"DCA";"No TAC";"5, 6, 7, 9, 10, 12";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12";"";"Prohibited";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4"
"148";"North-East Atlantic";"Sea bass";"Dicentrarchus labrax";"ICES";NA;"BSS";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"149";"North-East Atlantic";"Wedge sole";"Dicologlossa cuneata";"ICES";NA;"CET";"No TAC";"8c, 9";"27_8_C,27_9";"";"";NA;NA;"27.8.c,27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2"
"150";"North-East Atlantic";"Blue skate";"Dipturus batis, Dipturis intermedius";"ICES";NA;"DRJ,RJB";"No TAC";"6, 7a, 7e-k";"27_6,27_7_A,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"Prohibited";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.2"
"151";"North-East Atlantic";"Blue skate";"Dipturus batis, Dipturis intermedius";"ICES";NA;"DRJ,RJB";"No TAC";"8, 9a";"27_8_C,27_9_A";"";"Prohibited";NA;NA;"27.8.c,27.9.a"
"152";"North-East Atlantic";"Anchovy";"Engraulis encrasicolus";"ICES";NA;"ANE";"08.";"8";"27_8";"";"FIDES match";NA;NA;"27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.2"
"153";"North-East Atlantic";"Anchovy";"Engraulis encrasicolus";"ICES";NA;"ANE";"sept-11";"9, 10";"27_9,27_10";"";"FIDES match";NA;NA;"27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"154";"North-East Atlantic";"Great lanternshark";"Etmopterus princeps";"ICES";NA;"ETR";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7,27_8,27_9,27_10";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.7.c.1,27.7.c.2,27.7.j.1,27.7.j.2,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"155";"North-East Atlantic";"Velvet belly";"Etmopterus spinax";"ICES";NA;"ETX";"No TAC";"6, 7, 8, 10";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_10";"";"";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"156";"North-East Atlantic";"Grey gurnard";"Eutrigla gurnardus";"ICES";NA;"GUG";"No TAC";"7e";"27_7_E";"";"";NA;NA;"27.7.e"
"157";"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"05B-F.";"5b";"27_5_B";"Faroe zone: Vb)";"FIDES match";NA;NA;"27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b"
"158";"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"5BE6A";"6a";"27_6_A";"Via,   EU and international waters of Vb east of 12W";"FIDES match (area <)";NA;NA;"27.6.a,27.6.a.n,27.6.a.s"
"159";"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"5W6-14";"6b";"27_6_B";"Vib,   EU and international waters of Vb west of 12 W and of XII and XIV";"FIDES match (area <)";NA;NA;"27.6.b,27.6.b.1,27.6.b.2"
"160";"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"07A.";"7a";"27_7_A";"ICES division VIIa - Irish Sea";"FIDES match";NA;NA;"27.7.a"
"161";"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"7XAD34";"7b, 7c, 7e-k, 8, 9, 10";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"VII b-c, e-k, VIII, IX and X, EC waters of CECAF 34.1.1";"FIDES match";NA;NA;"27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"162";"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"5W6-14";"5, 14";"27_5,27_14";"";"FIDES match (area <)";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"163";"North-East Atlantic";"Tope shark";"Galeorhinus galeus";"ICES";NA;"GAG";"No TAC";"5-10, 12";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4"
"164";"North-East Atlantic";"Black-mouthed dogfish";"Galeus melastomus";"ICES";NA;"SHO";"No TAC";"6, 7";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.2"
"165";"North-East Atlantic";"Black-mouthed dogfish";"Galeus melastomus";"ICES";NA;"SHO";"No TAC";"8, 9a";"27_8,27_9_A";"";"";NA;NA;"27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9.a"
"166";"North-East Atlantic";"Mouse catshark";"Galeus murinus";"ICES";NA;"GAM";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"167";"North-East Atlantic";"Witch ";"Glyptocephalus cynoglossus";"ICES";NA;"WIT";"No TAC";"6, 7";"27_6,27_7_A,27_7_B,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.2"
"168";"North-East Atlantic";"Bluntnose sixgill shark";"Hexanchus griseus";"ICES";NA;"SBL";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"169";"North-East Atlantic";"Bluemouth rockfish";"Helicolenus dactylopterus";"ICES";NA;"BRF";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"170";"North-East Atlantic";"Atlantic halibut";"Hippoglossus hippoglossus";"ICES";NA;"HAL";"No TAC";"5, 14";"27_5,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"171";"North-East Atlantic";"Lobster";"Homarus gammarus";"ICES";NA;"LBE";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"172";"North-East Atlantic";"Orange roughy";"Hoplostethus atlanticus";"ICES";NA;"ORY";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"173";"North-East Atlantic";"Silver scabbardfish";"Lepidopus caudatus";"ICES";NA;"SFS";"No TAC";"9a";"27_9_A";"NEAFC Stock - Deep Sea Fisheries";"";NA;NA;"27.9.a"
"174";"North-East Atlantic";"Four-spot megrim";"Lepidorhombus boscii";"ICES";NA;"LDB";"No TAC";"8c, 9a";"27_8_C,27_9_A";"VIIIc), IX, X,  COPACE 34.1.1 (1),   international waters of XII and XIV ";"";NA;NA;"27.8.c,27.9.a"
"175";"North-East Atlantic";"Four-spot megrim";"Lepidorhombus spp.";"ICES";NA;"LEZ";"8C3411";"8c, 9a";"27_8_C,27_9_A";"VIIIc), IX, X,  COPACE 34.1.1 (1),   international waters of XII and XIV ";"Extra row for L. spp.";NA;NA;"27.8.c,27.9.a"
"176";"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"MEG";"No TAC";"6";"27_6";"VI,  EU and international waters of Vb";"";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.2"
"177";"North-East Atlantic";"Megrim";"Lepidorhombus spp.";"ICES";NA;"LEZ";"56-14";"5b,6,12,14";"27_5_B,27_6,27_12,27_14";"VI,  EU and international waters of Vb, XII and XIV";"Extra row for L. spp.";NA;NA;"27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"178";"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"MEG";"No TAC";"7, 8abd";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B";"";"FIDES match but difference with area";NA;NA;"27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8.a,27.8.b"
"179";"North-East Atlantic";"Megrim";"Lepidorhombus spp.";"ICES";NA;"LEZ";"07.,8ABDE.";"7, 8abd";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B";"";"Extra row for L. spp.";NA;NA;"27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8.a,27.8.b"
"180";"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"MEG";"No TAC";"8c, 9a";"27_8_C,27_9_A";"";"FIDES match but difference with area";NA;NA;"27.8.c,27.9.a"
"181";"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"LEZ";"8C3411";"8c, 9a";"27_8_C,27_9_A";"";"Extra row for L. spp.";NA;NA;"27.8.c,27.9.a"
"182";"North-East Atlantic";"Sandy ray";"Leucoraja circularis";"ICES";NA;"RJI";"67AKXD";"6, 7";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_7_K";"";"FIDES match";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.7.k,27.7.k.1,27.7.k.2"
"183";"North-East Atlantic";"Shagreen ray";"Leucoraja fullonica";"ICES";NA;"RJF";"67AKXD";"6, 7";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"FIDES match";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.2"
