"region";"spp_name";"latin_name";"rfmo";"rfmo_stock_id";"x3a_code";"fides_area";"area";"area_bis";"tac_area_description";"comments";"X";"X.1";"area_rdb"
"233";"North-East Atlantic";"Sailfin roughshark";"Oxynotus paradoxus";"ICES";NA;"OXN";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"234";"North-East Atlantic";"Blackspot sea bream";"Pagellus bogaraveo";"ICES";NA;"SBR";"678-";"6, 7, 8";"27_6,27_7,27_8";"";"FIDES match (no entries in TAC reg 2021)";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.7.c.1,27.7.c.2,27.7.j.1,27.7.j.2,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.2"
"235";"North-East Atlantic";"Blackspot sea bream";"Pagellus bogaraveo";"ICES";NA;"SBR";"09-";"9";"27_9";"";"FIDES match (no entries in TAC reg 2021)";NA;NA;"27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2"
"236";"North-East Atlantic";"Blackspot sea bream";"Pagellus bogaraveo";"ICES";NA;"SBR";"10-";"10";"27_10";"";"FIDES match (no entries in TAC reg 2021)";NA;NA;"27.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"237";"North-East Atlantic";"Northern shrimp";"Pandalus borealis";"ICES";NA;"PRA";"514GRN";"5, 14";"27_5,27_14";"";"FIDES match";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"238";"North-East Atlantic";"Pandalid shrimps";"Pandalus spp";"ICES";NA;"PAN";"No TAC";"5, 14";"27_5,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"239";"North-East Atlantic";"Deepwater rose shrimp";"Parapenaeus longirostris";"ICES";NA;"DPS";"No TAC";"9a";"27_9_A";"";"";NA;NA;"27.9.a"
"240";"North-East Atlantic";"Scallop";"Pecten maximus";"ICES";NA;"SCE";"No TAC";"6, 7";"27_6,27_7_E,27_7_A,27_7_B,27_7_C,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.e,27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.2"
"241";"North-East Atlantic";"Greater Forkbeard";"Phycis blennoides";"ICES";NA;"GFB";"567-,89-,1012-";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Should we add areas 1 II-III and IV? There also other TAC codes looking redundant";"FIDES match";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"242";"North-East Atlantic";"Forkbeard";"Phycis phycis";"ICES";NA;"FOR";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"243";"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"FIDES match";NA;NA;"27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"244";"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"07A.";"7a";"27_7_A";"ICES division VIIa - Irish Sea";"FIDES match";NA;NA;"27.7.a"
"245";"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"7BC.";"7bc";"27_7_B,27_7_C";"VIIbc ";"FIDES match";NA;NA;"27.7.b,27.7.c,27.7.c.1,27.7.c.2"
"246";"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"7DE.";"7e";"27_7_E";"VIIde";"FIDES match but difference with area";NA;NA;"27.7.e"
"247";"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"7FG.";"7fg";"27_7_F,27_7_G";"VIIfg";"FIDES match";NA;NA;"27.7.f,27.7.g"
"248";"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"7HJK.";"7h-k";"27_7_H,27_7_J,27_7_K";"VIIhjk";"FIDES match";NA;NA;"27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.2"
"249";"North-East Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE";"ao�t-11";"8, 9, 10";"27_8,27_9,27_10";"VIII, IX, X, COPACE 34.1.1 (1)";"FIDES match";NA;NA;"27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"250";"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"FIDES match";NA;NA;"27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"251";"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"07.";"7";"27_7";"";"FIDES match";NA;NA;"27.7,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.7.c.1,27.7.c.2,27.7.j.1,27.7.j.2,27.7.k.1,27.7.k.2"
"252";"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"8ABDE.";"8abde";"27_8_A,27_8_B,27_8_D,27_8_E";"";"FIDES match";NA;NA;"27.8.a,27.8.b,27.8.d,27.8.d.1,27.8.d.227.8.e,27.8.e.1,27.8.e.2"
"253";"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"08C.";"8c";"27_8_C";"";"FIDES match";NA;NA;"27.8.c"
"254";"North-East Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL";"sept-11";"9, 10";"27_9,27_10";"";"FIDES match";NA;NA;"27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"255";"North-East Atlantic";"Saithe";"Pollachius virens";"ICES";NA;"POK";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"FIDES match";NA;NA;"27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"256";"North-East Atlantic";"Saithe";"Pollachius virens";"ICES";NA;"POK";"juil-11";"7, 8, 9, 10";"27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"VII, VIII, IX, X, COPACE 34.1.1(1)";"FIDES match";NA;NA;"27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"257";"North-East Atlantic";"Wreckfish";"Polyprion americanus";"ICES";NA;"WRF";"No TAC";"10";"27_10";"";"";NA;NA;"27.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"258";"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"67AKXD";"4a, 6";"27_4_A,27_6";"";"FIDES match but difference with area";NA;NA;"27.4.a,27.4.a.w,27.4.a.e27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.2"
"259";"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"67AKXD";"7a,7fg";"27_7_A,27_7_F,27_7_G";"";"FIDES match but difference with area";NA;NA;"27.7.a,27.7.f,27.7.g"
"260";"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"67AKXD";"7e";"27_7_E";"";"FIDES match but difference with area";NA;NA;"27.7.e"
"261";"North-East Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"RJH";"89-C.";"9a";"27_9_A";"";"FIDES match but difference with area";NA;NA;"27.9.a"
"262";"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"67AKXD";"6";"27_6";"";"FIDES match but difference with area";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.2"
"263";"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"67AKXD";"7a, 7fg";"27_7_A,27_7_F,27_7_G";"";"FIDES match but difference with area";NA;NA;"27.7.a,27.7.f,27.7.g"
"264";"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"67AKXD";"7e";"27_7_E";"";"FIDES match but difference with area";NA;NA;"27.7.e"
"265";"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"89-C.";"8";"27_8";"";"FIDES match but difference with area";NA;NA;"27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.2"
"266";"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"89-C.";"9a";"27_9_A";"";"FIDES match but difference with area";NA;NA;"27.9.a"
"267";"North-East Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"RJC";"No TAC";"10, 12";"27_10,27_12";"";"";NA;NA;"27.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4"
"268";"North-East Atlantic";"All skates and rays";"Rajidae";"ICES";NA;"SRX";"67AKXD";"6a, 6b, 7a-c, 7e-k";"27_6_A,27_6_B,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"Extra row and FIDES code stands for rays not elsewhere reported";NA;NA;"27.6.a,27.6.a.n,27.6.a.s27.6.b,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.2"
"269";"North-East Atlantic";"Small-eyed ray";"Raja microocellata";"ICES";NA;"RJE";"07D.";"7e";"27_7_E";"";"FIDES match but difference with area";NA;NA;"27.7.e"
"270";"North-East Atlantic";"Small-eyed ray";"Raja microocellata";"ICES";NA;"RJE";"7FG.";"7fg";"27_7_F,27_7_G";"";"FIDES match";NA;NA;"27.7.f,27.7.g"
"271";"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"67AKXD";"6, 7b, 7j";"27_6,27_7_B,27_7_J";"";"FIDES match but difference with area";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.b,27.7.j,27.7.j.1,27.7.j.2"
"272";"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"67AKXD";"7a, 7e-h";"27_7_A,,27_7_E,27_7_F,27_7_G,27_7_H";"";"FIDES match but difference with area";NA;NA;"27.7.a,,27.7.e,27.7.f,27.7.g,27.7.h"
"273";"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"No TAC";"8";"27_8";"";"";NA;NA;"27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.2"
"274";"North-East Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"RJM";"No TAC";"9a";"27_9_A";"";"";NA;NA;"27.9.a"
"275";"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"No TAC";"7b, 7j";"27_7_B,27_7_J";"";"";NA;NA;"27.7.b,27.7.j,27.7.j.1,27.7.j.2"
"276";"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"07DE.";"7e";"27_7_E";"";"FIDES match";NA;NA;"27.7.e"
"277";"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"8-C.";"8ab";"27_8_A,27_8_B";"";"FIDES match";NA;NA;"27.8.a,27.8.b"
"278";"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"8-C.";"8c";"27_8_C";"";"FIDES match";NA;NA;"27.8.c"
"279";"North-East Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU";"9-C.";"9a";"27_9_A";"";"FIDES match";NA;NA;"27.9.a"
"280";"North-East Atlantic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL";"5-14GL";"5a, 14";"27_5_A,27_14";"Greenland zone: V & XIV";"FIDES match";NA;NA;"27.5.a,27.5.a.1,27.5.a.227.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"281";"North-East Atlantic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL";"2A-C46";"5b, 6";"27_5_B,27_6";"EU waters of IIa and VI. In VI";"FIDES match but difference with area";NA;NA;"27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.2"
"282";"North-East Atlantic";"White skate";"Raja alba";"ICES";NA;"RJA";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"283";"North-East Atlantic";"All skates and rays";"Rajidae";"ICES";NA;"SRX";"89-C.";"8, 9c";"28_7_8,27_9_C";"";"Extra row and FIDES code stands for rays not elsewhere reported";NA;NA;"28_7_8,27_9_C"
"284";"North-East Atlantic";"Salmon";"Salmo salar";"ICES";NA;"SAL";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"285";"North-East Atlantic";"Sea trout";"Salmo trutta";"ICES";NA;"TRS";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"286";"North-East Atlantic";"Sardine";"Sardina pilchardus";"ICES";NA;"PIL";"No TAC";"8abd";"27_8_A,27_8_B,27_8_D";"";"";NA;NA;"27.8.a,27.8.b,27.8.d,27.8.d.1,27.8.d.2"
"287";"North-East Atlantic";"Sardine";"Sardina pilchardus";"ICES";NA;"PIL";"No TAC";"8c, 9a";"27_8_C,27_9_A";"";"";NA;NA;"27.8.c,27.9.a"
"288";"North-East Atlantic";"Spanish mackerel";"Scomber colias";"ICES";NA;"VMA";"No TAC";"8, 9, 10";"27_8,27_9,27_10";"";"";NA;NA;"27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2"
"289";"North-East Atlantic";"Mackerel";"Scomber scombrus";"ICES";NA;"MAC";"2CX14-,8C3411";"5, 6, 7, 8, 9";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9";"VI, VII, VIIIabde, EC waters of Vb,  international waters of Iia, XII and XIV";"FIDES match but difference with area";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2"
"290";"North-East Atlantic";"Turbot";"Scophthalmus maximus";"ICES";NA;"TUR";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"291";"North-East Atlantic";"Brill";"Scophthalmus rhombus";"ICES";NA;"BLL";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";NA;NA;"27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.227.7.k,27.7.k.1,27.7.k.227.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.227.9,27.9.a,27.9.b,27.9.b.1,27.9.b.227.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.227.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.427.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2"
"292";"North-East Atlantic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"No TAC";"6, 7a-c, 7e-j";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J";"";"";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.227.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2"
"293";"North-East Atlantic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"No TAC";"8abd";"27_8_A,27_8_B,27_8_D";"";"";NA;NA;"27.8.a,27.8.b,27.8.d,27.8.d.1,27.8.d.2"
"294";"North-East Atlantic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";NA;"SYC";"No TAC";"8c, 9a";"27_8_C,27_9_A";"";"";NA;NA;"27.8.c,27.9.a"
"295";"North-East Atlantic";"Greater spotted dogfish";"Scyliorhinus stellaris";"ICES";NA;"SYT";"No TAC";"6, 7";"27_6,27_7";"";"";NA;NA;"27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.227.7,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.7.c.1,27.7.c.2,27.7.j.1,27.7.j.2,27.7.k.1,27.7.k.2"
