"region";"spp_name";"latin_name";"rfmo";"rfmo_stock_id";"x3a_code";"fides_area";"area";"area_bis";"tac_area_description";"comments";;
"North-East Atlantic";"White skate";"Raja alba";"ICES";;"RJA";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";;;;
"North-East Atlantic";"All skates and rays";"Rajidae";"ICES";;"SRX";"89-C.";"8, 9c";"28_7_8,27_9_C";;"Extra row and FIDES code stands for rays not elsewhere reported";;
"North-East Atlantic";"Salmon";"Salmo salar";"ICES";;"SAL";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";;;;
"North-East Atlantic";"Sea trout";"Salmo trutta";"ICES";;"TRS";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";;;;
"North-East Atlantic";"Sardine";"Sardina pilchardus";"ICES";;"PIL";"No TAC";"8abd";"27_8_A,27_8_B,27_8_D";;;;
"North-East Atlantic";"Sardine";"Sardina pilchardus";"ICES";;"PIL";"No TAC";"8c, 9a";"27_8_C,27_9_A";;;;
"North-East Atlantic";"Spanish mackerel";"Scomber colias";"ICES";;"VMA";"No TAC";"8, 9, 10";"27_8,27_9,27_10";;;;
"North-East Atlantic";"Mackerel";"Scomber scombrus";"ICES";;"MAC";"2CX14-,8C3411";"5, 6, 7, 8, 9";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9";"VI, VII, VIIIabde, EC waters of Vb,  international waters of Iia, XII and XIV";"FIDES match but difference with area";;
"North-East Atlantic";"Turbot";"Scophthalmus maximus";"ICES";;"TUR";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";;;;
"North-East Atlantic";"Brill";"Scophthalmus rhombus";"ICES";;"BLL";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";;;;
"North-East Atlantic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";;"SYC";"No TAC";"6, 7a-c, 7e-j";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J";;;;
"North-East Atlantic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";;"SYC";"No TAC";"8abd";"27_8_A,27_8_B,27_8_D";;;;
"North-East Atlantic";"Lesser-spotted dogfish";"Scyliorhinus canicula";"ICES";;"SYC";"No TAC";"8c, 9a";"27_8_C,27_9_A";;;;
"North-East Atlantic";"Greater spotted dogfish";"Scyliorhinus stellaris";"ICES";;"SYT";"No TAC";"6, 7";"27_6,27_7";;;;
"North-East Atlantic";"Knifetooth dogfish";"Scymnodon ringenes";"ICES";;"SYR";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";;;;
"North-East Atlantic";"Beaked redfish";"Sebastes mentella";"ICES";;"REB";"No TAC";"5, 12, 14 (shallow pelagic)";"27_5,27_12,27_14";;;;
"North-East Atlantic";"Beaked redfish";"Sebastes mentella";"ICES";;"REB";"No TAC";"5, 12, 14 (deep pelagic)";"27_5,27_12,27_14";;;;
"North-East Atlantic";"Beaked redfish";"Sebastes mentella";"ICES";;"REB";"No TAC";"5, 14 (demersal) ";"27_5,27_12,27_14";;;;
"North-East Atlantic";"Golden Redfish";"Sebastes norvegicus";"ICES";;"REG";"No TAC";"5, 14";"27_5,27_14";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";;;
"North-East Atlantic";"Cuttlefish";"Sepia officinalis";"ICES";;"CTC";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";;;;
"North-East Atlantic";"Sole";"Solea solea";"ICES";;"SOL";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";;"FIDES match";;
"North-East Atlantic";"Sole";"Solea solea";"ICES";;"SOL";"07A.";"7a";"27_7_A";;"FIDES match";;
"North-East Atlantic";"Sole";"Solea solea";"ICES";;"SOL";"7BC.";"7bc";"27_7_B,27_7_C";;"FIDES match";;
"North-East Atlantic";"Sole";"Solea solea";"ICES";;"SOL";"7E.";"7e";"27_7_E";;"FIDES match";;
"North-East Atlantic";"Sole";"Solea solea";"ICES";;"SOL";"7FG.";"7fg";"27_7_F,27_7_G";;"FIDES match";;
"North-East Atlantic";"Sole";"Solea solea";"ICES";;"SOL";"7HJK.";"7hjk";"27_7_H,27_7_J,27_7_K";;"FIDES match";;
"North-East Atlantic";"Sole";"Solea solea";"ICES";;"SOL";"8AB.";"8ab";"27_8_A,27_8_B";;"FIDES match";;
"North-East Atlantic";"Sole";"Solea solea";"ICES";;"SOL";"No TAC";"8cde, 9, 10";"27_8_C,27_8_D,27_8_E,27_9,27_10";;;;
"North-East Atlantic";"Greenland skark";"Samniosus microcephalus";"ICES";;"GSK";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";;;;
"North-East Atlantic";"Sea breams (in plural)";"Sparidae";"ICES";;"SBX";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";;;;
"North-East Atlantic";"Picked dogfish";"Squalus acanthias";"ICES";;"DGS";"15X14";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";;"FIDES match";;
"North-East Atlantic";"Mediterranean horse mackerel";"Trachurus mediterraneus";"ICES";;"HMM";"No TAC";"8, 9";"27_8,27_9";;;;
"North-East Atlantic";"Blue jack mackerel";"Trachurus picturatus";"ICES";;"JAA";"No TAC";"8, 9, 10";"27_8,27_9,27_10";"TAC = Jack + horse mackerel nei?";;;
"North-East Atlantic";"Horse mackerel";"Trachurus trachurus";"ICES";;"JAX";"2A-14";"4a, 5b, 6a, 7a-c, 7e-k, 8";"27_4_A,27_5_B,27_6_A,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"FIDES match but difference with area";;
"North-East Atlantic";"Horse mackerel";"Trachurus trachurus";"ICES";;"JAX";"09.";"9a";"27_9_A";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"FIDES match but difference with area";;
"North-East Atlantic";"Pouting";"Trisopterus spp";"ICES";;"XOD";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";;;;
"North-East Atlantic";"John Dory";"Zeus faber";"ICES";;"JOD";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";;;;
"Mediterranean and Black Sea";"Pontic shad";"Alosa immaculata";"GFCM";;"SHC";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";;;;
"Mediterranean and Black Sea";"European Eel";"Anguilla anguilla";"GFCM";;"ELE";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Transparent gobid";"Aphia minuta";"GFCM";;"FIM";"No TAC";"GSAs 9, 10, 16, 19";"37_1_3,37_2_2";;;;
"Mediterranean and Black Sea";"Giant red shrimp";"Aristaeomorpha foliacea";"GFCM";;"ARS";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_2,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Red shrimp";"Aristeus antennatus";"GFCM";;"ARA";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_2,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Sand smelt";"Atherina spp";"GFCM";;"AVX";"No TAC";"GSAs 9, 10, 16, 19";"37_1_3,37_2_2";;;;
"Mediterranean and Black Sea";"Bogue";"Boops boops";"GFCM";;"BOG";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Blue crab";"Callinectes sapidus";"GFCM";;"CRB";"No TAC";"GSAs 8-10, 11.2, 12-16, 18-21";"37_1_3,37_2_2";;;;
"Mediterranean and Black Sea";"Striped Venus clam";"Chamelea gallina";"GFCM";;"SVE";"No TAC";"GSAs 17-18";"37_2_1";;;;
"Mediterranean and Black Sea";"Sardinia coral";"Corallium rubrum";"GFCM";;"COL";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Dolphinfish";"Coryphaena hippurus";"GFCM";;"DOL";"No TAC";"GSAs 12-27";"37_2_2,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Sea bass";"Dicentrarchus labrax";"GFCM";;"BSS";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Annular seabream";"Diplodus annularis";"GFCM";;"ANN";"No TAC";"GSAs 12-16, 19-21";"37_2_2";;;;
"Mediterranean and Black Sea";"Horned/curled octopus";"Eledone cirrhosa";"GFCM";;"EOI";"No TAC";"GSAs 1-23";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1";;;;
"Mediterranean and Black Sea";"Musky octopus";"Eledone moschata";"GFCM";;"EDT";"No TAC";"GSAs 8-23";"37_1_2,37_1_3,37_2_1,37_2_2,37_3_1";;;;
"Mediterranean and Black Sea";"Anchovy";"Engraulis encrasicolus";"GFCM";;"ANE";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";;;;
"Mediterranean and Black Sea";"Grey gurnard";"Eutrigla gurnardus";"GFCM";;"GUG";"No TAC";"GSAs 13-16, 18-23";"37_2_2,37_3_1";;;;
"Mediterranean and Black Sea";"Blackmouth catshark";"Galeus melastomus";"GFCM";;"SHO";"No TAC";"GSAs 1-11";"37_1_1";;;;
"Mediterranean and Black Sea";"Squid";"Illex spp, Todarodes spp";"GFCM";;"ILL";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Silver-cheeked toadfish";"Lagocephalus sceleratus";"GFCM";;"LFZ";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Common squid";"Loligo vulgaris";"GFCM";;"SQR";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Black-bellied angler";"Lophius budegassa";"GFCM";;"ANK";"No TAC";"GSAs 1-16, 19-23";"37_1_1,37_1_2,37_1_3,37_2_2";;;;
"Mediterranean and Black Sea";"Anglerfish";"Lophius piscatorius";"GFCM";;"MON";"No TAC";"GSAs 1-16, 18-23";"37_1_1,37_1_2,37_1_3,37_2_2";;;;
"Mediterranean and Black Sea";"Whiting";"Merlangius merlangus";"GFCM";;"WHG";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";;;;
"Mediterranean and Black Sea";"Hake";"Merluccius merluccius";"GFCM";;"HKE";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Blue whiting";"Micromesistius poutassou";"GFCM";;"WHB";"No TAC";"GSAs 1-11, 22-23";"37_1_1,37_3_1";;;;
"Mediterranean and Black Sea";"Grey mullets";"Mugilidae";"GFCM";;"MGS";"No TAC";"GSAs 8-10, 11.2, 12-23";"37_1_3,37_2_1,37_2_2,37_3_1";;;;
"Mediterranean and Black Sea";"Red mullet";"Mullus barbatus";"GFCM";;"MUT";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";;;;
"Mediterranean and Black Sea";"Striped red mullet";"Mullus surmuletus";"GFCM";;"MUR";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";;;;
"Mediterranean and Black Sea";"Norway lobster";"Nephrops norvegicus";"GFCM";;"NEP";"No TAC";"GSAs 1-21";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";;;;
"Mediterranean and Black Sea";"Common octopus";"Octopus vulgaris";"GFCM";;"OCC";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Blackspot seabream";"Pagellus bogaraveo";"GFCM";;"SBR";"No TAC";"GSAs 1-11";"37_1_1";;;;
"Mediterranean and Black Sea";"Common pandora";"Pagellus erythrinus";"GFCM";;"PAC";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Caramote prawn";"Penaeus kerathurus";"GFCM";;"TGS";"No TAC";"GSAs 22-23";"37_3_1";;;;
"Mediterranean and Black Sea";"Deepwater rose shrimp";"Parapenaeus longirostris";"GFCM";;"DPS";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Blue crab";"Portunus segnis";"GFCM";;"QSO";"No TAC";"GSAs 8-10, 11.2, 12-16, 18-21";"37_1_3,37_2_2";;;;
"Mediterranean and Black Sea";"Devil firefish";"Pterois miles";"GFCM";;"UHQ";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Mediterranean starry ray";"Raja asterias";"GFCM";;"JRS";"No TAC";"GSAs 1-11";"37_1_1";;;;
"Mediterranean and Black Sea";"Thornback ray";"Raja clavata";"GFCM";;"RJC";"No TAC";"GSAs 1-16, 19-21";"37_1_1,37_1_2,37_1_3,37_2_2";;;;
"Mediterranean and Black Sea";"Rapa whelk";"Rapana venosa";"GFCM";;"RPW";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";;;;
"Mediterranean and Black Sea";"Sardine";"Sardina pilchardus";"GFCM";;"PIL";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Round sardinella";"Sardinella aurita";"GFCM";;"SAA";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";;;;
"Mediterranean and Black Sea";"Lizardfish";"Saurida lessepsianus";"GFCM";;"SZX";"No TAC";"GSAs 22-27";"37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Brushtooth lizardfish";"Saurida undosquamis";"GFCM";;"LIB";"No TAC";"GSAs 22-27";"37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Turbot";"Scophthalmus maximus";"GFCM";;"TUR";"F3742C";"GSAs 28-29";"37_4_1,37_4_2";"Black Sea (Division 37.4.2) - EU waters";"FIDES match";;
"Mediterranean and Black Sea";"Atlantic chub mackerel";"Scomber colias";"GFCM";;"VMA";"No TAC";"GSAs 1-11, 22-27";"37_1_1,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Mackerel";"Scomber scombrus";"GFCM";;"MAC";"No TAC";"GSAs 1-16, 19-21";"37_1_1,37_1_2,37_1_3,37_2_2";;;;
"Mediterranean and Black Sea";"All commercial sharks, rays and skates";"Selachii, Rajidae";"GFCM";;"SRX";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";;;;
"Mediterranean and Black Sea";"Cuttlefish";"Sepia officinalis";"GFCM";;"CTC";"No TAC";"GSAs 1-21";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";;;;
"Mediterranean and Black Sea";"Dusky spinefoot";"Siganus luridus";"GFCM";;"IGU";"No TAC";"GSAs 22-27";"37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Marbled spinefoot";"Siganus rivulatus";"GFCM";;"SRI";"No TAC";"GSAs 22-27";"37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Sole";"Solea solea (Solea vulgaris)";"GFCM";;"SOL";"No TAC";"GSAs 17-18, 22-27";"37_2_1,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"Gilthead sea bream";"Sparus aurata";"GFCM";;"SBG";"No TAC";"GSAs 7, 22-23";"37_1_1,37_3_1";;;;
"Mediterranean and Black Sea";"European barracuda";"Sphyraena sphyraena";"GFCM";;"YRS";"No TAC";"GSAs 12-16, 19-21";"37_2_2";;;;
"Mediterranean and Black Sea";"Picarels";"Spicara smaris";"GFCM";;"SPC";"No TAC";"GSAs 17-18, 22-27";"37_2_1,37_3_1,37_3_2";;;;
"Mediterranean and Black Sea";"European sprat";"Sprattus sprattus";"GFCM";;"SPR";"F3742C";"GSAs 28-29";"37_4_1,37_4_2";;"FIDES match";;
"Mediterranean and Black Sea";"Picked dogfish";"Squalus acanthias";"GFCM";;"DGS";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";;;;
"Mediterranean and Black Sea";"Mantis shrimp";"Squilla mantis";"GFCM";;"MTS";"No TAC";"GSAs 17-18";"37_2_2";;;;
"Mediterranean and Black Sea";"Mediterranean horse mackerel";"Trachurus mediterraneus";"GFCM";;"HMM";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";;;;
"Mediterranean and Black Sea";"Blue jack mackerel";"Trachurus picturatus";"GFCM";;"JAA";"No TAC";"GSAs 1-11";"37_1_1";;;;
"Mediterranean and Black Sea";"Atlantic horse mackerel";"Trachurus trachurus";"GFCM";;"HOM";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";;;;
"Mediterranean and Black Sea";"Poor cod";"Trisopterus minutus";"GFCM";;"POD";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";;;;
"Mediterranean and Black Sea";"Clam";"Veneridae";"GFCM";;"CLV";"No TAC";"GSAs 6, 13-21";"37_1_1,37_2_2";;;;
"Outermost regions";"Limpets";"Patellidae";"NONE";;"LPZ";"No TAC";"Azores EEZ, Canary/Madeira EEZ";"27_10,34_1_2";;;;
"Outermost regions";"Sardine";"Sardina pilchardus";"NONE";;"PIL";"No TAC";"Azores EEZ, Canary/Madeira EEZ";"27_10,34_1_2";;;;
"Outermost regions";"Sardinella";"Sardinella aurita";"NONE";;"SAA";"No TAC";"Canary/Madeira EEZ";"34_1_2";;;;
"Outermost regions";"Sardinella";"Sardinella maderensis";"NONE";;"SAE";"No TAC";"Azores EEZ";"27_10";;;;
"Outermost regions";"Parrotfish";"Sparisoma cretense";"NONE";;"PRR";"No TAC";"Azores EEZ, Canary/Madeira EEZ";"27_10,34_1_2";;;;
"Outermost regions";"Softhead sea catfish";"Amphiarius rugispinis";"NONE";;"AWR";"No TAC";"French Guiana EEZ";31;;;;
"Outermost regions";"Kumakuma";"Brachyplatystoma filamentosum";"NONE";;"BPF";"No TAC";"French Guiana EEZ";31;;;;
"Outermost regions";"Crevalle jack";"Caranx hippos";"NONE";;"CVJ";"No TAC";"French Guiana EEZ";31;;;;
"Outermost regions";"Snooks";"Centropomus spp";"NONE";;"ROB";"No TAC";"French Guiana EEZ";31;;;;
"Outermost regions";"Acoupa weakfish";"Cynoscion acoupa";"NONE";;"YNA";"No TAC";"French Guiana EEZ";31;;;;
"Outermost regions";"Smalltooth weakfish";"Cynoscion steindachneri";"NONE";;"WKB";"No TAC";"French Guiana EEZ";31;;;;
"Outermost regions";"Green weakfish";"Cynoscion virescens";"NONE";;"YNV";"No TAC";"French Guiana EEZ";31;;;;
"Outermost regions";"Atlantic goliath grouper";"Epinephelus itajara";"NONE";;"EET";"No TAC";"French Guiana EEZ";31;;;;
"Outermost regions";"Torroto grunt";"Genyatremus luteus";"NONE";;"GEU";"No TAC";"French Guiana EEZ";31;;;;
"Outermost regions";"Tripletail";"Lobotes surinamensis";"NONE";;"LOB";"No TAC";"French Guiana EEZ";31;;;;
"Outermost regions";"Houndsharks, smoothhounds nei";"Lutjanus purpureus";"NONE";;"SNC,SNA";"No TAC";"French Guiana EEZ";31;;;;
"Outermost regions";"King weakfish";"Macrodon ancylodon";"NONE";;"WKK";"No TAC";"French Guiana EEZ";31;;;;
"Outermost regions";"Tarpon";"Megalops atlanticus";"NONE";;"TAR";"No TAC";"French Guiana EEZ";31;;;;
"Outermost regions";"Penaeus shrimp";"Penaeus subtilis";"NONE";;"PEN";"FGU.";"French Guiana EEZ";31;;"FIDES match";;
"Outermost regions";"South American silver croaker";"Plagioscion squamosissimus";"NONE";;"LGQ";"No TAC";"French Guiana EEZ";31;;;;
"Outermost regions";"Gillbacker sea catfish";"Sciades parkeri";"NONE";;"AWP";"No TAC";"French Guiana EEZ";31;;;;
"Outermost regions";"Crucifix sea catfish";"Sciades proops";"NONE";;"AXP";"No TAC";"French Guiana EEZ";31;;;;
"Outermost regions";"Seerfishes nei";"Scomberomorus spp.";"NONE";;"KGX";"No TAC";"French Guiana EEZ";31;;;;
"Outermost regions";"Honeycomb cowfish";"Acanthostracion polygonius";"NONE";;"BXF";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Scrawled cowfish";"Acanthostracion quadricornis";"NONE";;"BXF";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Ocean surgeon";"Acanthurus bahianus";"NONE";;"SUR";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Doctorfish";"Acanthurus chirurgus";"NONE";;"SUR";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Scribbled leatherjac. Filefish";"aluterus scriptus";"NONE";;"FFX";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Black margate";"Anisotremus surinamensis";"NONE";;"HNU";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Batoid fishes nei";"Batoidimorpha (Hypotremata)";"NONE";;"BAI";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Queen triggerfish";"Balistes vetula";"NONE";;"TRI";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Jolthead porgy";"Calamus bajonado";"NONE";;"CBD";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"American whitespotted filefish";"Cantherhines macrocerus";"NONE";;"FFX";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Ocean triggerfish";"Canthidermis sufflamen";"NONE";;"TRI";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Yellow jack";"Caranx bartholomaei";"NONE";;"CGX";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Horse-eye jack";"Caranx latus";"NONE";;"CGX";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Bar jack";"Caranx ruber";"NONE";;"CGX";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Graysby";"Cephalopholis cruentata";"NONE";;"CFL,USB";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Coney";"Cephalopholis fulva";"NONE";;"CFJ,USB";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Rock hind";"Epinephelus adscensionis";"NONE";;"GPX";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Red hind";"Epinephelus guttatus";"NONE";;"GPX";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Nassau grouper";"Epinephelus striatus";"NONE";;"GPN";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Queen snapper";"Etelis oculatus";"NONE";;"EEO";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Caesar grunt";"Haemulon carbonarium";"NONE";;"HLC,GRX";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"French grunt";"Haemulon flavolineatum";"NONE";;"HLV,GRX";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Sailor's grunt";"Haemulon parra";"NONE";;"HLP,GRX";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"White grunt";"Haemulon plumierii";"NONE";;"HLI,GRX";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Bluestriped grunt";"Haemulon sciurus";"NONE";;"HHI,GRX";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Mutton snapper";"Lutjanus analis";"NONE";;"LJN,SNA";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Schoolmaster snapper";"Lutjanus apodus";"NONE";;"LJP,SNA";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Dog snapper";"Lutjanus jocu";"NONE";;"LJJ,SNA";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Silk snapper";"Lutjanus vivanus";"NONE";;"LTJ,SNA";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Yellow goatfish";"Mulloidichthys martinicus";"NONE";;"YMZ";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Yellowtail snapper";"Ocyurus chrysurus";"NONE";;"SNY";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Green spiny lobster";"Panulirus argus";"NONE";;"SLC";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Spotted spiny lobster";"Panulirus guttatus";"NONE";;"NLG";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Keeltail needlefish";"Platybelone argalus";"NONE";;"PTA";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Atlantic bigeye";"Priacanthus arenatus";"NONE";;"PQR";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Spotted goatfish";"Pseudupeneus maculatus";"NONE";;"UDU,MUX";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
