"region";"spp_name";"latin_name";"rfmo";"rfmo_stock_id";"x3a_code";"fides_area";"area";"area_bis";"tac_area_description";"comments";;
"Outermost regions";"Lion fish";"Pterois volitans";"NONE";;"PZO";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Various sharks nei";"Selachimorpha (Pleurotremata)";"NONE";;"SKH";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Redband parrotfish";"Sparisoma aurofrenatum";"NONE";;"RMF,PWT";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Redtail parrotfish";"Sparisoma chrysopterum";"NONE";;"RSY,PWT";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Redfin parrotfish";"Sparisoma rubripinne";"NONE";;"QZV,PWT";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Queen conch";"Strombus gigas";"NONE";;"COO,CON";"No TAC";"Guadeloupe and Martinique EEZ";31;;;;
"Outermost regions";"Green jobfish";"Aprion virescens";"NONE";;"AVR";"No TAC";"Mayotte and La Réunion EEZ";51;;;;
"Outermost regions";"Bluefin trevally";"Caranx melampygus";"NONE";;"NXM";"No TAC";"Mayotte and La Réunion EEZ";51;;;;
"Outermost regions";"Yellow-edge lyretail";"Variola louti";"NONE";;"VRL";"No TAC";"Mayotte and La Réunion EEZ";51;;;;
"Outermost regions";"Rusty jobfish";"Aphareus rutilans";"NONE";;"ARQ";"No TAC";"La Réunion EEZ";51;;;;
"Outermost regions";"Golden hind";"Cephalopholis aurantia";"NONE";;"CFZ";"No TAC";"La Réunion EEZ";51;;;;
"Outermost regions";"Blacktip grouper";"Epinephelus fasciatus";"NONE";;"GPX";"No TAC";"La Réunion EEZ";51;;;;
"Outermost regions";"Oblique-banded grouper";"Epinephelus radiatus";"NONE";;"GPX";"No TAC";"La Réunion EEZ";51;;;;
"Outermost regions";"Deep water red snapper";"Etelis carbunculus";"NONE";;"ETA";"No TAC";"La Réunion EEZ";51;;;;
"Outermost regions";"Deep water longtail red snapper";"Etelis coruscans";"NONE";;"SNA";"No TAC";"La Réunion EEZ";51;;;;
"Outermost regions";"Brilliant pomfret";"Eumegistus illustris";"NONE";;"EBS";"No TAC";"La Réunion EEZ";51;;;;
"Outermost regions";"Spotcheek emperor";"Lethrinus rubrioperculatus";"NONE";;"EMP";"No TAC";"La Réunion EEZ";51;;;;
"Outermost regions";"Common bluestrip snapper";"Lutjanus kasmira";"NONE";;"LVK";"No TAC";"La Réunion EEZ";51;;;;
"Outermost regions";"Bluestrip snapper";"Lutjanus notatus";"NONE";;"LVK";"No TAC";"La Réunion EEZ";51;;;;
"Outermost regions";"Ornate jobfish";"Pristipomoides argyrogrammicus";"NONE";;"LRY";"No TAC";"La Réunion EEZ";51;;;;
"Outermost regions";"Goldbanded jobfish";"Pristipomoides multidens";"NONE";;"SNA";"No TAC";"La Réunion EEZ";51;;;;
"Outermost regions";"Bigeye scad";"Selar crumenophthalmus";"NONE";;"BIS";"No TAC";"La Réunion EEZ";51;;;;
"Outermost regions";"Amber jacks";"Seriola riviolana";"NONE";;"CGX";"No TAC";"La Réunion EEZ";51;;;;
"Outermost regions";"White-edge lyretail";"Variola albimarginata";"NONE";;"VRA";"No TAC";"La Réunion EEZ";51;;;;
"Other regions";"Thorny skate";"Amblyraja radiata";"NAFO";;"RJR";"No TAC";"3LNOPs";"21_3_L,21_3_N,21_3_0,21_3_P_S";;;;
"Other regions";"Deep water catsharks";"Apristurus spp.";"NAFO";;"API";"No TAC";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";;;;
"Other regions";"Alfonsinos";"Beryx spp";"NAFO";;"ALF";"No TAC";"6G";"21_6_G";;;;
"Other regions";"Roundnose Grenadier";"Coryphaenoides rupestris";"NAFO";;"RNG";"No TAC";"SA1-3";"21_1,_21_2,21_3";;;;
"Other regions";"Gulper shark";"Centrophorus spp.";"NAFO";;"CWO";"No TAC";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";;;;
"Other regions";"Portuguese dogfish";"Centroscymnus coelolepis";"NAFO";;"CYO";"No TAC";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";;;;
"Other regions";"Longnose velvet dogfish";"Centroscymnus crepidater";"NAFO";;"CYP";"No TAC";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";;;;
"Other regions";"Black dogfish";"Centroscyllium fabricii";"NAFO";;"CFB";"No TAC";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";;;;
"Other regions";"Frilled shark";"Chlamydoselachus anguineus";"NAFO";;"HXC";"No TAC";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";;;;
"Other regions";"Kitefin shark";"Dalatias licha";"NAFO";;"SCK";"No TAC";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";;;;
"Other regions";"Birdbeak dogfish";"Deania calcea";"NAFO";;"DCA";"No TAC";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";;;;
"Other regions";"Great lanternshark";"Etmopterus princeps";"NAFO";;"ETR";"No TAC";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";;;;
"Other regions";"Velvet belly";"Etmopterus spinax";"NAFO";;"ETX";"No TAC";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";;;;
"Other regions";"Cod";"Gadus morhua";"NAFO";;"COD";"N3M.";"3M";"21_3_M";;"FIDES match";;
"Other regions";"Cod";"Gadus morhua";"NAFO";;"COD";"N3NO.";"3NO";"21_3_N,21_3_O";;"FIDES match";;
"Other regions";"Cod";"Gadus morhua";"NAFO";;"COD";"no TAC";"3Ps";"21_3_P_S";;;;
"Other regions";"Cod";"Gadus morhua";"NAFO";;"COD";"N1GL14";"SA1";"21_1";;"FIDES match";;
"Other regions";"Mouse catshark";"Galeus murinus";"NAFO";;"GAM";"No TAC";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";;;;
"Other regions";"Witch flounder";"Glyptocephalus cynoglossus";"NAFO";;"WIT";"N3NO.";"3NO";"21_3_N,21_3_O";;"FIDES match";;
"Other regions";"Witch flounder";"Glyptocephalus cynoglossus";"NAFO";;"WIT";"N3L.";"2J3KL";"21_2_J,21_3_K,21_3_L";;"FIDES match";;
"Other regions";"Bluntnose sixgill shark";"Hexanchus griseus";"NAFO";;"SBL";"No TAC";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";;;;
"Other regions";"American plaice";"Hippoglossoides platessoides";"NAFO";;"PLA";"N3LNO.";"3LNO";"21_3_L,21_3_N,21_3_O";;"FIDES match";;
"Other regions";"American plaice";"Hippoglossoides platessoides";"NAFO";;"PLA";"N3M.";"3M";"21_3_M";;"FIDES match";;
"Other regions";"Shortfin squid";"Illex illecebrosus";"NAFO";;"SQI";"N34.";"SA3-4";"21_3,21_4";;"FIDES match";;
"Other regions";"Yellowtail flounder";"Limanda ferruginea";"NAFO";;"YEL";"N3LNO.";"3LNO";"21_3_L,21_3_N,21_3_O";;"FIDES match";;
"Other regions";"Roughhead grenadier";"Macrourus berglax";"NAFO";;"RHG";"N1GRN.";"SA1-3";"21_1,21_2,21_3";;"FIDES match";;
"Other regions";"Capelin";"Mallotus villosus";"NAFO";;"CAP";"N3NO.";"3NO";"21_3_N,21_3_O";;"FIDES match";;
"Other regions";"Sailfin roughshark (Sharpback shark)";"Oxynotus paradoxus";"NAFO";;"OXN";"No TAC";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";;;;
"Other regions";"Northern shrimp";"Pandalus borealis";"NAFO";;"PRA";"N1GRM.";"SA1";"21_1";;"FIDES match";;
"Other regions";"Northern shrimp";"Pandalus borealis";"NAFO";;"PRA";"N3LNO.";"3LNO";"21_3_L,21_3_N,21_3_O";;"FIDES match";;
"Other regions";"Northern shrimp";"Pandalus borealis";"NAFO";;"PRA";"*N3M.";"3M";"21_3_M";;"FIDES match";;
"Other regions";"Greenland halibut";"Reinhardtius hippoglossoides";"NAFO";;"GHL";"N3LMNO";"3KLMNO";"21_3_K,21_3_L,21_3_M,21_3_N,21_3_O";;"FIDES match";;
"Other regions";"Greenland halibut";"Reinhardtius hippoglossoides";"NAFO";;"GHL";"N1GRN.";"SA1";"21_1";;"FIDES match";;
"Other regions";"Salmon";"Salmo salar";"NAFO";;"SAL";"No TAC";"NAFO S1 + 1CES Sub- area 14, NEAFC, NASCO";"21_1,27_14";;;;
"Other regions";"Knifetooth dogfish";"Scymnodon ringenes";"NAFO";;"SYR";"No TAC";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";;;;
"Other regions";"Beaked redfish";"Sebastes mentella";"NAFO";;"REB";"No TAC";"SA1";"21_1";;;;
"Other regions";"Redfish";"Sebastes spp";"NAFO";;"RED";"N3LN.";"3LN";"21_3_L,21_3_N";;"FIDES match";;
"Other regions";"Redfish";"Sebastes spp";"NAFO";;"RED";"N3M.";"3M";"21_3_M";;"FIDES match";;
"Other regions";"Redfish";"Sebastes spp";"NAFO";;"RED";"N3O.";"3O";"21_3_O";;"FIDES match";;
"Other regions";"Greenland shark";"Somniosus microcephalus";"NAFO";;"GSK";"No TAC";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";;;;
"Other regions";"White hake";"Urophycis tenuis";"NAFO";;"HKW";"N3NO.";"3NO";"21_3_N,21_3_O";;"FIDES match";;
"Other regions";"Black scabbardfish";"Aphanopus carbo";"CECAF";;"BSF";"C3412-";"All areas";34;;"FIDES match";;
"Other regions";"Intermediate scabbardfish";"Aphanopus intermedius";"CECAF";;"APH";"No TAC";"All areas";34;;;;
"Other regions";"Deep water catsharks";"Apristurus spp.";"CECAF";;"API";"No TAC";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";;;;
"Other regions";"Striped red shrimp";"Aristeus varidens";"CECAF";;"ARV";"No TAC";"All areas";34;;;;
"Other regions";"Grunt";"Brachydeuterus spp";"CECAF";;"HWX";"No TAC";"All areas";34;;;;
"Other regions";"Atlantic pomfret";"Brama brama";"CECAF";;"POA";"No TAC";"All areas";34;;;;
"Other regions";"Jack";"Caranx spp";"CECAF";;"TRE";"No TAC";"34.3.1, 34.3.3-6";"34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";;;;
"Other regions";"Gulper shark";"Centrophorus spp.";"CECAF";;"CWO";"No TAC";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";;;;
"Other regions";"Portuguese dogfish";"Centroscymnus coelolepis";"CECAF";;"CYO";"No TAC";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";;;;
"Other regions";"Longnose velvet dogfish";"Centroscymnus crepidater";"CECAF";;"CYP";"No TAC";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";;;;
"Other regions";"Black dogfish";"Centroscyllium fabricii";"CECAF";;"CFB";"No TAC";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";;;;
"Other regions";"Frilled shark";"Chlamydoselachus anguineus";"CECAF";;"HXC";"No TAC";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";;;;
"Other regions";"Tongue sole";"Cynoglossus spp";"CECAF";;"YOX";"No TAC";"All areas";34;;;;
"Other regions";"Kitefin shark";"Dalatias licha";"CECAF";;"SCK";"No TAC";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";;;;
"Other regions";"Birdbeak dogfish";"Deania calcea";"CECAF";;"DCA";"No TAC";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";;;;
"Other regions";"Scad";"Decapterus spp";"CECAF";;"SDX";"No TAC";"34.3.1, 34.3.3-6";"34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";;;;
"Other regions";"Large-eye dentex";"Dentex macrophthalmus";"CECAF";;"DEL";"No TAC";"All areas";34;;;;
"Other regions";"Anchovy";"Engraulis encrasicolus";"CECAF";;"ANE";"No TAC";"All areas";34;;;;
"Other regions";"White grouper";"Epinephelus aeneus";"CECAF";;"GPW";"No TAC";"34.1.3, 34.3.1, 34.3.3-6";"34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";;;;
"Other regions";"Bonga shad";"Ethmalosa fimbriata";"CECAF";;"BOA";"No TAC";"34.3.1, 34.3.3-6";"34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";;;;
"Other regions";"Great lanternshark";"Etmopterus princeps";"CECAF";;"ETR";"No TAC";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";;;;
"Other regions";"Velvet belly";"Etmopterus spinax";"CECAF";;"ETX";"No TAC";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";;;;
"Other regions";"Southern pink shrimp";"Farfantepenaeus notialis";"CECAF";;"SOP";"No TAC";"All areas";34;;;;
"Other regions";"Lesser African threadfin";"Galeoides decadactylus";"CECAF";;"GAL";"No TAC";"34.1.3, 34.3.1, 34.3.3-6";"34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";;;;
"Other regions";"Mouse catshark";"Galeus murinus";"CECAF";;"GAM";"No TAC";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";;;;
"Other regions";"Bluntnose sixgill shark";"Hexanchus griseus";"CECAF";;"SBL";"No TAC";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";;;;
"Other regions";"Common squid";"Loligo vulgaris";"CECAF";;"SQR";"No TAC";"All areas";34;;;;
"Other regions";"Benguela hake";"Merluccius polli";"CECAF";;"HKB";"No TAC";"All areas";34;;;;
"Other regions";"Senegalese hake";"Merluccius senegalensis";"CECAF";;"HKM";"No TAC";"All areas";34;;;;
"Other regions";"Common octopus";"Octopus vulgaris";"CECAF";;"OCC";"No TAC";"All areas";34;;;;
"Other regions";"Sailfin roughshark (Sharpback shark)";"Oxynotus paradoxus";"CECAF";;"OXN";"No TAC";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";;;;
"Other regions";"axillary sea bream";"Pagellus acarne";"CECAF";;"SBA";"No TAC";"34.1.1";"34_1_1";;;;
"Other regions";"Red pandora";"Pagellus bellottii";"CECAF";;"PAR";"No TAC";"All areas";34;;;;
"Other regions";"Blue spotted sea bream";"Pagrus caeruleostictus";"CECAF";;"BSC";"No TAC";"All areas";34;;;;
"Other regions";"Deepwater rose shrimp";"Parapenaeus longirostris";"CECAF";;"DPS";"No TAC";"All areas";34;;;;
"Other regions";"Grunt";"Pomadasys spp";"CECAF";;"BGX";"No TAC";"All areas";34;;;;
"Other regions";"West African croakers";"Pseudotolithus spp";"CECAF";;"CKW";"No TAC";"34.1.1";"34_1_1";;;;
"Other regions";"Sardine";"Sardina pilchardus";"CECAF";;"PIL";"No TAC";"34.1.1, 34.1.3";"34_1_1,34_1_3";;;;
"Other regions";"Round sardinella";"Sardinella aurita";"CECAF";;"SAA";"No TAC";"All areas";34;;;;
"Other regions";"Short-body sardinella";"Sardinella maderensis";"CECAF";;"SAE";"No TAC";"All areas";34;;;;
"Other regions";"Chub mackerel";"Scomber colias";"CECAF";;"VMA";"No TAC";"All areas";34;;;;
"Other regions";"Knifetooth dogfish";"Scymnodon ringenes";"CECAF";;"SYR";"No TAC";"34.1.1, 34.1.2, 34.2";"34_1_1,34_1_2,34_2";;;;
"Other regions";"Cuttlefish";"Sepia hierredda";"CECAF";;"CVT";"No TAC";"All areas";34;;;;
"Other regions";"Common cuttlefish";"Sepia officinalis";"CECAF";;"CTC";"No TAC";"All areas";34;;;;
"Other regions";"Sea bream";"Sparus spp";"CECAF";;"SBX";"No TAC";"34.1.1";"34_1_1";;;;
"Other regions";"Horse mackerel";"Trachurus spp.";"CECAF";;"JAX";"No TAC";"All areas";34;;;;
"Other regions";"Jack mackerel";"Trachurus murphyi";"SPRFMO";;"CJM";"SPRFMO";"All areas";"81.870000000000005";;"FIDES match";;
"Other regions";"Wahoo";"Acanthocybium solandri";"ICCAT";;"WAH";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Bigeye thresher shark";"Alopias superciliosus";"ICCAT";;"BTH";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Common thresher shark";"Alopias vulpinus";"ICCAT";;"ALV";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Bullet tuna";"Auxis rochei";"ICCAT";;"BLT";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Frigate tuna";"Auxis thazard";"ICCAT";;"FRZ";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Silky shark";"Carcharhinus falciformis";"ICCAT";;"FAL";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Oceanic whitetip shark";"Carcharhinus longimanus";"ICCAT";;"OCS";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Requiem sharks";"Carcharhinus spp.";"ICCAT";;"CWZ";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Dolphinfish";"Coryphaena hippurus";"ICCAT";;"DOL";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Atlantic black skipjack";"Euthynnus alletteratus";"ICCAT";;"LTA";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Sailfish";"Istiophorus albicans";"ICCAT";;"SAI";"AE45W,AW45W";"All areas";"21,31,27,34,37";;"FIDES match";;
"Other regions";"Shortfin mako";"Isurus oxyrinchus";"ICCAT";;"SMA";"AN05N";"All areas";"21,31,27,34,37";;"FIDES match";;
"Other regions";"Longfin mako shark";"Isurus paucus";"ICCAT";;"LMA";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"White marlin";"Kajikia albida";"ICCAT";;"WHM";"ATLANT";"All areas";"21,31,27,34,37";;;;
"Other regions";"Skipjack tuna";"Katsuwonus pelamis";"ICCAT";;"SKJ";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Porbeagle";"Lamna nasus";"ICCAT";;"POR";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Blue marlin";"Makaira nigricans (or mazara)";"ICCAT";;"BUM";"ATLANT";"All areas";"21,31,27,34,37";;"FIDES match";;
"Other regions";"Mobulidae-manta rays";"Mobula spp.";"ICCAT";;"RMV";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Plain bonito";"Orcynopsis unicolor";"ICCAT";;"BOP";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Blue shark";"Prionace glauca";"ICCAT";;"BSH";"AN05N, AS05N";"All areas";"21,31,27,34,37";;"FIDES match";;
"Other regions";"Whale shark";"Rhincodon typus";"ICCAT";;"RHN";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Atlantic bonito";"Sarda sarda";"ICCAT";;"BON";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Serra Spanish mackerel";"Scomberomorus brasiliensis";"ICCAT";;"BRS";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"King mackerel";"Scomberomorus cavalla";"ICCAT";;"KGM";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Atlantic Spanish mackerel";"Scomberomorus maculatus";"ICCAT";;"SSM";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Cero";"Scomberomorus regalis";"ICCAT";;"CER";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"West African Spanish mackerel";"Scomberomorus tritor";"ICCAT";;"MAW";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Scalopped hammerhead shark";"Sphyrna lewini";"ICCAT";;"SPL";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Great hammerhead shark";"Sphyrna mokarran";"ICCAT";;"SPK";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Smooth hammerhead shark";"Sphyrna zygaena";"ICCAT";;"SPZ";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Mediterranean spearfish";"Tetrapturus belone";"ICCAT";;"MSP";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Roundscale spearfish";"Tetrapturus georgii";"ICCAT";;"RSP";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Longbill spearfish";"Tetrapturus pfluegeri";"ICCAT";;"SPF";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Albacore tuna";"Thunnus alalunga";"ICCAT";;"ALB";"AS05N,AN05N";"All areas";"31, 34, 41, 47";;"FIDES match";;
"Other regions";"Yellowfin tuna";"Thunnus albacares";"ICCAT";;"YFT";"ATLANT";"All areas";"21,27, 37";;"FIDES match";;
"Other regions";"Blackfin tuna";"Thunnus atlanticus";"ICCAT";;"BLF";"No TAC";"All areas";"21,31,27,34,37";;;;
"Other regions";"Bigeye tuna";"Thunnus obesus";"ICCAT";;"BET";"ATLANT";"All areas";"21,31,27,34,37";;"FIDES match";;
"Other regions";"Bluefin tuna";"Thunnus thynnus";"ICCAT";;"BFT";"AE45WM,AVARCH";"All areas";"31,27,34,37,47";;"FIDES match";;
"Other regions";"Swordfish";"Xiphias gladius";"ICCAT";;"SWO";"AN05N,AS05N,MED";"All areas";"21,31,27,34,37";;"FIDES match";;
"Other regions";"Wahoo";"Acanthocybium solandri";"IOTC";;"WAH";"No TAC";"All areas";"51.57";;;;
"Other regions";"Pelagic thresher shark";"Alopias pelagicus";"IOTC";;"PTH";"No TAC";"All areas";"51.57";;;;
"Other regions";"Bigeye thresher shark";"Alopias superciliosus";"IOTC";;"BTH";"No TAC";"All areas";"51.57";;;;
"Other regions";"Bullet tuna";"Auxis rochei";"IOTC";;"BLT";"No TAC";"All areas";"51.57";;;;
"Other regions";"Frigate tuna";"Auxis thazard";"IOTC";;"FRZ";"No TAC";"All areas";"51.57";;;;
"Other regions";"Silky shark";"Carcharhinus falciformis";"IOTC";;"FAL";"No TAC";"All areas";"51.57";;;;
"Other regions";"Oceanic whitetip shark";"Carcharhinus longimanus";"IOTC";;"OCS";"No TAC";"All areas";"51.57";;;;
"Other regions";"Requiem sharks";"Carcharhinus spp.";"IOTC";;"CWZ";"No TAC";"All areas";"51.57";;;;
"Other regions";"Dolphinfish";"Coryphaena hippurus";"IOTC";;"DOL";"No TAC";"All areas";"51.57";;;;
"Other regions";"Kawakawa";"Euthynnus affinis";"IOTC";;"KAW";"No TAC";"All areas";"51.57";;;;
"Other regions";"Black marlin";"Istiompax indica";"IOTC";;"BLM";"No TAC";"All areas";"51.57";;;;
"Other regions";"Indo-Pacific sailfish";"Istiophorus platypterus";"IOTC";;"SFA";"No TAC";"All areas";"51.57";;;;
"Other regions";"Shortfin mako";"Isurus oxyrinchus";"IOTC";;"SMA";"No TAC";"All areas";"51.57";;;;
"Other regions";"Longfin mako shark";"Isurus paucus";"IOTC";;"LMA";"No TAC";"All areas";"51.57";;;;
"Other regions";"Skipjack tuna";"Katsuwonus pelamis";"IOTC";;"SKJ";"No TAC";"All areas";"51.57";;;;
"Other regions";"Porbeagle";"Lamna nasus";"IOTC";;"POR";"No TAC";"All areas";"51.57";;;;
"Other regions";"Blue marlin";"Makaira nigricans (or mazara)";"IOTC";;"BUM";"No TAC";"All areas";"51.57";;;;
"Other regions";"Mobulidae-manta rays";"Mobula spp.";"IOTC";;"RMV";"No TAC";"All areas";"51.57";;;;
"Other regions";"Blue shark";"Prionace glauca";"IOTC";;"BSH";"No TAC";"All areas";"51.57";;;;
"Other regions";"Whale shark";"Rhincodon typus";"IOTC";;"RHN";"No TAC";"All areas";"51.57";;;;
"Other regions";"Indo-Pacific king mackerel";"Scomberomorus guttatus";"IOTC";;"GUT";"No TAC";"All areas";"51.57";;;;
"Other regions";"Narrow-barred Spanish mackerel";"Scomberomorus commerson";"IOTC";;"COM";"No TAC";"All areas";"51.57";;;;
"Other regions";"Longtail tuna";"Thunnus tonggol";"IOTC";;"LOT";"No TAC";"All areas";"51.57";;;;
"Other regions";"Scalloped hammerhead shark";"Sphyrna lewini";"IOTC";;"SPL";"No TAC";"All areas";"51.57";;;;
"Other regions";"Great hammerhead shark";"Sphyrna mokarran";"IOTC";;"SPK";"No TAC";"All areas";"51.57";;;;
"Other regions";"Smooth hammerhead shark";"Sphyrna zygaena";"IOTC";;"SPZ";"No TAC";"All areas";"51.57";;;;
"Other regions";"Striped marlin";"Tetrapturus audax";"IOTC";;"MLS";"No TAC";"All areas";"51.57";;;;
"Other regions";"Shortbill spearfish";"Tetrapturus angustirostris";"IOTC";;"SSP";"No TAC";"All areas";"51.57";;;;
"Other regions";"Albacore tuna";"Thunnus alalunga";"IOTC";;"ALB";"No TAC";"All areas";"51.57";;;;
"Other regions";"Yellowfin tuna";"Thunnus albacares";"IOTC";;"YFT";"IOTC";"All areas";"51.57";;"FIDES match";;
"Other regions";"Bigeye tuna";"Thunnus obesus";"IOTC";;"BET";"No TAC";"All areas";"51.57";;;;
"Other regions";"Swordfish";"Xiphias gladius";"IOTC";;"SWO";"No TAC";"All areas";"51.57";;;;
"Other regions";"Pelagic thresher";"Alopias pelagicus";"WCPFC";;"PTH";"No TAC";"All areas";71;;;;
"Other regions";"big eye thresher";"Alopias superciliosus";"WCPFC";;"BTH";"No TAC";"All areas";71;;;;
"Other regions";"Common thresher";"Alopias vulpinus";"WCPFC";;"ALV";"No TAC";"All areas";71;;;;
"Other regions";"Silky shark";"Carcharhinus falciformis";"WCPFC";;"FAL";"No TAC";"All areas";71;;;;
"Other regions";"Oceanic whitetip shark";"Carcharhinus longimanus";"WCPFC";;"OCS";"No TAC";"All areas";71;;;;
"Other regions";"Black marlin";"Istiompax indica";"WCPFC";;"BLM";"No TAC";"All areas";71;;;;
"Other regions";"Shortfin mako shark";"Isurus oxyrinchus";"WCPFC";;"SMA";"AN05N";"All areas";71;;"FIDES match";;
"Other regions";"Longfin mako shark";"Isurus paucus";"WCPFC";;"LMA";"No TAC";"All areas";71;;;;
"Other regions";"Skipjack tuna";"Katsuwonus pelamis";"WCPFC";;"SKJ";"No TAC";"All areas";71;;;;
"Other regions";"Porbeagle";"Lamna nasus";"WCPFC";;"POR";"No TAC";"All areas";71;;;;
"Other regions";"Blue marlin";"Makaira nigricans (or mazara)";"WCPFC";;"BUM";"No TAC";"All areas";71;;;;
"Other regions";"Blue shark";"Prionace glauca";"WCPFC";;"BSH";"No TAC";"All areas";71;;;;
"Other regions";"Whale shark";"Rhincodon typus";"WCPFC";;"RHN";"No TAC";"All areas";71;;;;
"Other regions";"Scalopped hammerhead shark";"Sphyrna lewini";"WCPFC";;"SPL";"No TAC";"All areas";71;;;;
"Other regions";"Great hammerhead shark";"Sphyrna mokarran";"WCPFC";;"SPK";"No TAC";"All areas";71;;;;
"Other regions";"Smooth hammerhead shark";"Sphyrna zygaena";"WCPFC";;"SPZ";"No TAC";"All areas";71;;;;
"Other regions";"Striped marlin";"Tetrapturus audax";"WCPFC";;"MLS";"No TAC";"All areas";71;;;;
"Other regions";"Albacore tuna";"Thunnus alalunga";"WCPFC";;"ALB";"No TAC";"All areas";71;;;;
"Other regions";"Yellowfin tuna";"Thunnus albacares";"WCPFC";;"YFT";"No TAC";"All areas";71;;;;
"Other regions";"Bigeye tuna";"Thunnus obesus";"WCPFC";;"BET";"F7120S";"All areas";71;;"FIDES match";;
"Other regions";"Pacific bluefin tuna";"Thunnus orientalis";"WCPFC";;"PBF";"No TAC";"All areas";71;;;;
"Other regions";"Swordfish";"Xiphias gladius";"WCPFC";;"SWO";"F7120S";"All areas";71;;"FIDES match";;
"Other regions";"Mobulidae-manta rays";"Mobula spp.";"WCPFC";;"RMV";"No TAC";"All areas";71;;;;
"Other regions";"Silky shark";"Carcharhinus falciformis";"IATTC";;"FAL";"No TAC";"All areas";"77, 87";;;;
