"region";"spp_name";"latin_name";"rfmo";"rfmo_stock_id";"x3a_code";"worms_aphia_id";"fides_area";"area";"area_bis";"tac_area_description";"comments"
"Other regions";"Red/Golden crabs";"Chaceon eldorado, Chaceon maritae, Chaceon macphersoni, Chaceon bicolor, Chaceon granulatus, Chaceon australis, Chaceon karubar, Chaceon poupini, Chaceon affinis, Chaceon quinquedens, Chaceon notialis, Chaceon fenneri, Chaceon erytheiae, Chaceon chuni, Chaceon gordonae, Chaceon sanctaehelenae, Chaceon, Chaceon spp";"SEAFO";NA;"ELQ, CGE, HNQ, HBJ, HNX, HOQ, HKH, HQP, KEF, CRR, HBN, HFB, YHI, YHK, YHN, YHO, GER";"231043000101, 231043000102, 231043000103, 231043000104, 231043000105, 231043000106, 231043000107, 231043000108, 231043000109, 231043000112, 231043000113, 231043000114, 231043000115, 231043000116, 231043000117, 231043000118";"No TAC";"All areas";"47";"";""
"Other regions";"Patagonian toothfish";"Dissostichus eleginoides";"SEAFO";NA;"TOP";"234700";"F47-D,F47D";"All areas";"47";"";"FIDES match"
"Other regions";"Blackbelly rosefishes";"Helicolenus dactylopterus, Helicolenus percoides, Helicolenus mouchezi, Helicolenus barathri, Helicolenus, Helicolenus spp";"SEAFO";NA;"BRF, HFR, IJP, DVM, ROK";"178001001703, 178001001704, 178001001705, 178001001706";"No TAC";"All areas";"47";"";""
"Other regions";"Orange roughy";"Hoplostethus atlanticus";"SEAFO";NA;"ORY";"126402";"F47NAM";"All areas";"47";"";"FIDES match"
"Other regions";"Pelagic armourhead/ Southern boarfish";"Pseudopentaceros richardsoni";"SEAFO";NA;"EDR";"218773";"No TAC";"All areas";"47";"";""
"Other regions";"Mackerel";"Scomber japonicus, Scomber scombrus, Scomber australasicus, Scomber colias, Scomber, Scomber spp";"SEAFO";NA;"MAS, MAC, MAA, VMA, MAZ";"175001000201, 175001000205, 175001000207, 175001000209";"No TAC";"All areas";"47";"";""
"Other regions";"Horse mackerel";"Trachurus trachurus, Trachurus picturatus, Trachurus japonicus, Trachurus murphyi, Trachurus symmetricus, Trachurus mediterraneus, Trachurus lathami, Trachurus capensis, Trachurus trecae, Trachurus declivis, Trachurus delagoa, Trachurus indicus, Trachurus novaezelandiae, Trachurus, Trachurus spp";"SEAFO";NA;"HOM, JAA, JJM, CJM, PJM, HMM, RSC, HMC, HMZ, HMG, TUD, TUJ, TUZ, JAX";"170023000401, 170023000402, 170023000403, 170023000405, 170023000406, 170023000408, 170023000411, 170023000413, 170023000414, 170023000415, 170023000416, 170023000417, 170023000418";"No TAC";"All areas";"47";"";""
"Other regions";"Alfonsinos";"Beryx decadactylus, Beryx splendens, Beryx, Beryx spp";"CCAMLR";NA;"BXD, BYS, ALF";"161002000301, 161002000302";"No TAC";"All areas";"48, 58, 88";"";""
"Other regions";"Icefish";"Champsocephalus gunnari";"CCAMLR";NA;"ANI";"234797";"No TAC";"All areas";"48, 58, 88";"";""
"Other regions";"Antarctic toothfishes nei";"Dissostichus mawsoni, Dissostichus eleginoides, Dissostichus, Dissostichus spp";"CCAMLR";NA;"TOA, TOP, TOT";"170092001501, 170092001502";"No TAC";"All areas";"48, 58, 88";"";""
"Other regions";"Krill";"Euphausia superba";"CCAMLR";NA;"KRI";"236217";"No TAC";"All areas";"48, 58, 88";"";""
"Other regions";"Orange roughy";"Hoplostethus atlanticus";"CCAMLR";NA;"ORY";"126402";"No TAC";"All areas";"48, 58, 88";"";""
"Other regions";"Rockcod";"Lepidonotothen spp";"CCAMLR";NA;"NOX";NA;"No TAC";"All areas";"48, 58, 88";"";""
"Other regions";"Grenadier";"Macrourus berglax, Macrourus whitsoni, Macrourus carinatus, Macrourus holotrachys, Macrourus caml, Macrourus, Macrourus spp";"CCAMLR";NA;"RHG, WGR, MCC, MCH, QMC, GRV";"148006000103, 148006000104, 148006000105, 148006000106, 148006000107";"No TAC";"All areas";"48, 58, 88";"";""
"Other regions";"Skates and rays";"Rajiformes";"CCAMLR";NA;"SKX";"10216";"No TAC";"All areas";"48, 58, 88";"";""
"Other regions";"Deep sea sharks";"All species";"CCAMLR";NA;"API";NA;"No TAC";"All areas";"48, 58, 88";"";""
