"region";"spp_name";"latin_name";"rfmo";"rfmo_stock_id";"x3a_code";"worms_aphia_id";"fides_area";"area";"area_bis";"tac_area_description";"comments"
"North-East Atlantic";"Meagre";"Argyrosomus regius";"ICES";NA;"MGR";"127007";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Red gurnard";"Aspitrigla cuculus";"ICES";NA;"GUR";"150662";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Alfonsinos";"Beryx decadactylus, Beryx splendens, Beryx, Beryx spp";"ICES";NA;"BXD, BYS, ALF";"161002000301, 161002000302";"3X14-";"mars-14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_11,27_12,27_14";"";"FIDES match"
"North-East Atlantic";"Tusk";"Brosme brosme";"ICES";NA;"USK";"126447";"567EI.";"5, 6, 7";"27_5,27_6,27_7";"";"FIDES match"
"North-East Atlantic";"Edible crab";"Cancer pagurus";"ICES";NA;"CRE";"107276";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Boarfish";"Capros aper";"ICES";NA;"BOR";"127419";"678-";"6, 7, 8";"27_6,27_7,27_8";"EU and international waters of VI, VII and VIII";"FIDES match"
"North-East Atlantic";"Gulper shark";"Centrophorus atromarginatus, Centrophorus granulosus, Centrophorus harrissoni, Centrophorus isodon, Centrophorus lusitanicus, Centrophorus moluccensis, Centrophorus squamosus, Centrophorus tessellatus, Centrophorus uyato, Centrophorus, Centrophorus spp";"ICES";NA;"GVA, GUP, CEU, GVI, CPL, CEM, GUQ, CEE, CPU, CWO";"109005000101, 109005000102, 109005000103, 109005000104, 109005000105, 109005000106, 109005000107, 109005000108, 109005000109";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";""
"North-East Atlantic";"Portuguese dogfish";"Centroscymnus coelolepis";"ICES";NA;"CYO";"105907";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7,27_8,27_9,27_10";"";""
"North-East Atlantic";"Longnose velvet dogfish";"Centroscymnus crepidater";"ICES";NA;"CYP";"105908";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";""
"North-East Atlantic";"Black dogfish";"Centroscyllium fabricii";"ICES";NA;"CFB";"105906";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";""
"North-East Atlantic";"Frilled shark";"Chlamydoselachus anguineus";"ICES";NA;"HXC";"105831";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";""
"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"126417";"06ACL.";"5a";"27_5_A";"";"No FIDES match"
"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"126417";"5B6ANB";"5b, 6b";"27_5_B,27_6_B";"";"FIDES match but difference with area"
"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"126417";"07A/MM";"7aN";"27_7_A";"";"FIDES match but difference with area"
"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"126417";"6AS7BC";"6a, 7bc";"27_6_A,27_7_B,27_7_C";"";"FIDES match but difference with area"
"North-East Atlantic";"Herring";"Clupea harengus";"ICES";NA;"HER";"126417";"7G-K";"7aS, 7gh, 7jk";"27_7_A,27_7_G,27_7_H,27_7_J,27_7_K";"";"FIDES match but difference with area"
"North-East Atlantic";"Conger";"Conger conger";"ICES";NA;"COE";"126285";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"NEAFC Stock - Deep Sea Fisheries";""
"North-East Atlantic";"Roundnose grenadier";"Coryphaenoides rupestris";"ICES";NA;"RNG";"158960";"No TAC";"5b, 6, 7";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"to be confirmed";"No target species"
"North-East Atlantic";"Roundnose grenadier";"Coryphaenoides rupestris";"ICES";NA;"RNG";"158960";"No TAC";"8, 9, 10, 12, 14";"27_8,27_9,27_10,27_12,27_14";"to be confirmed";"No target species"
"North-East Atlantic";"Kitefin shark";"Dalatias licha";"ICES";NA;"SCK";"105910";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"NEAFC Stock - Deep Sea Fisheries";"Prohibited"
"North-East Atlantic";"Common stingray";"Dasyatis pastinaca";"ICES";NA;"SRX";"105851";"No TAC";"7, 8";"27_7,27_8";"SRX = all rays";""
"North-East Atlantic";"Birdbeak dogfish";"Deania calcea";"ICES";NA;"DCA";"105903";"No TAC";"5, 6, 7, 9, 10, 12";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12";"";"Prohibited"
"North-East Atlantic";"Sea bass";"Dicentrarchus labrax";"ICES";NA;"BSS";"126975";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Wedge sole";"Dicologlossa cuneata";"ICES";NA;"CET";"127154";"No TAC";"8c, 9";"27_8_C,27_9";"";""
"North-East Atlantic";"Blue skate";"Dipturus batis, Dipturus intermedius";"ICES";NA;"RJB,DRJ";"105869, 711846";"No TAC";"6, 7a, 7e-k";"27_6,27_7_A,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"Prohibited"
"North-East Atlantic";"Blue skate";"Dipturus batis, Dipturus intermedius";"ICES";NA;"RJB,DRJ";"105869, 711846";"No TAC";"8, 9a";"27_8_C,27_9_A";"";"Prohibited"
"North-East Atlantic";"Anchovy";"Engraulis encrasicolus";"ICES";NA;"ANE";"126426";"08.";"8";"27_8";"";"FIDES match"
"North-East Atlantic";"Anchovy";"Engraulis encrasicolus";"ICES";NA;"ANE";"126426";"sept-11";"9, 10";"27_9,27_10";"";"FIDES match"
"North-East Atlantic";"Great lanternshark";"Etmopterus princeps";"ICES";NA;"ETR";"105911";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7,27_8,27_9,27_10";"";""
"North-East Atlantic";"Velvet belly";"Etmopterus spinax";"ICES";NA;"ETX";"105913";"No TAC";"6, 7, 8, 10";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_10";"";""
"North-East Atlantic";"Grey gurnard";"Eutrigla gurnardus";"ICES";NA;"GUG";"150637";"No TAC";"7e";"27_7_E";"";""
"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"126436";"05B-F.";"5b";"27_5_B";"Faroe zone: Vb)";"FIDES match"
"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"126436";"5BE6A";"6a";"27_6_A";"Via,   EU and international waters of Vb east of 12W";"FIDES match (area <)"
"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"126436";"5W6-14";"6b";"27_6_B";"Vib,   EU and international waters of Vb west of 12 W and of XII and XIV";"FIDES match (area <)"
"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"126436";"07A.";"7a";"27_7_A";"ICES division VIIa - Irish Sea";"FIDES match"
"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"126436";"7XAD34";"7b, 7c, 7e-k, 8, 9, 10";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"VII b-c, e-k, VIII, IX and X, EC waters of CECAF 34.1.1";"FIDES match"
"North-East Atlantic";"Cod";"Gadus morhua";"ICES";NA;"COD";"126436";"5W6-14";"5, 14";"27_5,27_14";"";"FIDES match (area <)"
"North-East Atlantic";"Tope shark";"Galeorhinus galeus";"ICES";NA;"GAG";"105820";"No TAC";"5-10, 12";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12";"";""
"North-East Atlantic";"Black-mouthed dogfish";"Galeus melastomus";"ICES";NA;"SHO";"105812";"No TAC";"6, 7";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";""
"North-East Atlantic";"Black-mouthed dogfish";"Galeus melastomus";"ICES";NA;"SHO";"105812";"No TAC";"8, 9a";"27_8,27_9_A";"";""
"North-East Atlantic";"Mouse catshark";"Galeus murinus";"ICES";NA;"GAM";"105813";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";""
"North-East Atlantic";"Witch ";"Glyptocephalus cynoglossus";"ICES";NA;"WIT";"127136";"No TAC";"6, 7";"27_6,27_7_A,27_7_B,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";""
"North-East Atlantic";"Bluntnose sixgill shark";"Hexanchus griseus";"ICES";NA;"SBL";"105833";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";""
"North-East Atlantic";"Bluemouth rockfish";"Helicolenus dactylopterus";"ICES";NA;"BRF";"127251";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Atlantic halibut";"Hippoglossus hippoglossus";"ICES";NA;"HAL";"127138";"No TAC";"5, 14";"27_5,27_14";"";""
"North-East Atlantic";"Lobster";"Homarus gammarus";"ICES";NA;"LBE";"107253";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Orange roughy";"Hoplostethus atlanticus";"ICES";NA;"ORY";"126402";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Silver scabbardfish";"Lepidopus caudatus";"ICES";NA;"SFS";"127088";"No TAC";"9a";"27_9_A";"NEAFC Stock - Deep Sea Fisheries";""
"North-East Atlantic";"Four-spot megrim";"Lepidorhombus boscii";"ICES";NA;"LDB";"127145";"No TAC";"8c, 9a";"27_8_C,27_9_A";"VIIIc), IX, X,  COPACE 34.1.1 (1),   international waters of XII and XIV ";""
"North-East Atlantic";"Four-spot megrim";"Lepidorhombus whiffiagonis, Lepidorhombus boscii, Lepidorhombus, Lepidorhombus spp";"ICES";NA;"MEG, LDB, LEZ";"183005000301, 183005000302";"8C3411";"8c, 9a";"27_8_C,27_9_A";"VIIIc), IX, X,  COPACE 34.1.1 (1),   international waters of XII and XIV ";"Extra row for L. spp."
"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"MEG";"127146";"No TAC";"6";"27_6";"VI,  EU and international waters of Vb";""
"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis, Lepidorhombus boscii, Lepidorhombus, Lepidorhombus spp";"ICES";NA;"MEG, LDB, LEZ";"183005000301, 183005000302";"56-14";"5b,6,12,14";"27_5_B, 27_6,27_12,27_14";"VI,  EU and international waters of Vb, XII and XIV";"Extra row for L. spp."
"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"MEG";"127146";"No TAC";"7, 8abd";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B";"";"FIDES match but difference with area"
"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis, Lepidorhombus boscii, Lepidorhombus, Lepidorhombus spp";"ICES";NA;"MEG, LDB, LEZ";"183005000301, 183005000302";"07.,8ABDE.";"7, 8abd";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B";"";"Extra row for L. spp."
"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"MEG";"127146";"No TAC";"8c, 9a";"27_8_C,27_9_A";"";"FIDES match but difference with area"
"North-East Atlantic";"Megrim";"Lepidorhombus whiffiagonis";"ICES";NA;"LEZ";"127146";"8C3411";"8c, 9a";"27_8_C,27_9_A";"";"Extra row for L. spp."
"North-East Atlantic";"Sandy ray";"Leucoraja circularis";"ICES";NA;"RJI";"105873";"67AKXD";"6, 7";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_7_K";"";"FIDES match"
"North-East Atlantic";"Shagreen ray";"Leucoraja fullonica";"ICES";NA;"RJF";"105874";"67AKXD";"6, 7";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"FIDES match"
"North-East Atlantic";"Cuckoo ray";"Leucoraja naevus";"ICES";NA;"RJN";"105876";"67AKXD";"6, 7, 8ab";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B";"";"FIDES match"
"North-East Atlantic";"Cuckoo ray";"Leucoraja naevus";"ICES";NA;"RJN";"105876";"89-C.";"8c";"27_8_C";"";"FIDES match but difference with area"
"North-East Atlantic";"Cuckoo ray";"Leucoraja naevus";"ICES";NA;"RJN";"105876";"89-C.";"9a";"27_9_A";"";"FIDES match but difference with area"
"North-East Atlantic";"Dab";"Limanda limanda";"ICES";NA;"DAB";"127139";"No TAC";"7a, 7f-h";"27_7_A,27_7_F,27_7_G,27_7_H";"";""
"North-East Atlantic";"Dab";"Limanda limanda";"ICES";NA;"DAB";"127139";"No TAC";"7e";"27_7_E";"";""
"North-East Atlantic";"Common squid";"Loligo vulgaris";"ICES";NA;"SQR";"140271";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_C,27_8_D,27_8_E,27_9_A,27_9_ B,27_10,27_12,27_14";"";""
"North-East Atlantic";"Black-bellied angler";"Lophius budegassa";"ICES";NA;"ANK";"126554";"No TAC";"6";"27_6";"";""
"North-East Atlantic";"Black-bellied angler";"Lophius budegassa";"ICES";NA;"ANK";"126554";"07.,8ABDE";"7, 8abd";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D";"";"FIDES match"
"North-East Atlantic";"Black-bellied angler";"Lophius budegassa";"ICES";NA;"ANK";"126554";"8C3411";"8c, 9a";"27_8_C,27_9_A";"";"FIDES match (area <)"
"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON";"126555";"No TAC";"6";"27_6";"";""
"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON";"126555";"No TAC";"5b, 12, 14";"27_5_B,27_12,27_14";"";""
"North-East Atlantic";"Anglerfish";"Lophius piscatorius, Lophius budegassa, Lophius americanus, Lophius vaillanti, Lophius vomerinus, Lophius gastrophysus, Lophius litulon, Lophius, Lophius spp";"ICES";NA;"MON, ANK, ANG, MVA, MVO, MVJ, MVN, MNZ";"195001000101, 195001000102, 195001000103, 195001000105, 195001000106, 195001000107, 195001000108";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"Extra row with MNZ standing for Lophius spp. and FIDES code standing for lophiidae"
"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON";"126555";"No TAC";"7, 8abd";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D";"";"FIDES match"
"North-East Atlantic";"Anglerfish";"Lophius piscatorius, Lophius budegassa, Lophius americanus, Lophius vaillanti, Lophius vomerinus, Lophius gastrophysus, Lophius litulon, Lophius, Lophius spp";"ICES";NA;"MON, ANK, ANG, MVA, MVO, MVJ, MVN, MNZ";"195001000101, 195001000102, 195001000103, 195001000105, 195001000106, 195001000107, 195001000108";"07.,8ABDE";"7, 8abde";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D,27_8_E";"";"Extra row with MNZ standing for Lophius spp. and FIDES code standing for lophiidae"
"North-East Atlantic";"Anglerfish";"Lophius piscatorius";"ICES";NA;"MON";"126555";"No TAC";"8c, 9a";"27_8_C,27_9_A";"";""
"North-East Atlantic";"Anglerfish";"Lophius piscatorius, Lophius budegassa, Lophius americanus, Lophius vaillanti, Lophius vomerinus, Lophius gastrophysus, Lophius litulon, Lophius, Lophius spp";"ICES";NA;"MON, ANK, ANG, MVA, MVO, MVJ, MVN, MNZ";"195001000101, 195001000102, 195001000103, 195001000105, 195001000106, 195001000107, 195001000108";"8C3411";"8c, 9a";"27_8_C,27_9_A";"";"Extra row with MNZ standing for Lophius spp. and FIDES code standing for lophiidae"
"North-East Atlantic";"Roughhead grenadier";"Macrourus berglax";"ICES";NA;"RHG";"126472";"514GRN";"8, 9, 10, 12, 14";"27_8,27_9,27_10,27_12,27_14";"";"FIDES match"
"North-East Atlantic";"Spider crab";"Maja brachydactyla";"ICES";NA;"JDV";"107347";"No TAC";"5, 6, 7";"27_5,27_6,27_7";"";""
"North-East Atlantic";"Capelin";"Mallotus villosus";"ICES";NA;"CAP";"126735";"514GRN";"14";"27_14";"Greenland zone: V & XIV";"FIDES match but difference with area"
"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"126437";"5BC6A.";"5b, 6a";"27_5_B, 27_6_A";"Faroe zone: Vb)";"FIDES match"
"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"126437";"6B1214";"6b, 12, 14";"27_6_B,27_12,27_14";"Ec and international waters of Vib),  XII and XIV";"FIDES match"
"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"126437";"07A.";"7a";"27_7_A";"ICES division VIIa - Irish Sea";"FIDES match"
"North-East Atlantic";"Haddock";"Melanogrammus aeglefinus";"ICES";NA;"HAD";"126437";"7X7A34";"7b-k, 8, 9, 10";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"VIIbcdefghjk, VII, IX, X, EC waters of CECAF 34.1.1";"FIDES match"
"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"126438";"08.";"8, 9, 10 ";"27_8,27_9,27_10";"";"FIDES match but difference with area"
"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"126438";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"FIDES match"
"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"126438";"07A.";"7a";"27_6_A";"";"FIDES match"
"North-East Atlantic";"Whiting";"Merlangius merlangus";"ICES";NA;"WHG";"126438";"7X7A-C";"7b-k";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"FIDES match"
"North-East Atlantic";"Hake";"Merluccius merluccius";"ICES";NA;"HKE";"126484";"571214";"5b, 6, 7, 12, 14";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_12,27_14";"VIIIabde, Vb (1), Vi, VII, XII, XIV";"FIDES match"
"North-East Atlantic";"Hake";"Merluccius merluccius";"ICES";NA;"HKE";"126484";"8ABDE.";"8abde";"27_8_A,27_8_B,27_8_D,27_8_E";"";"FIDES match"
"North-East Atlantic";"Hake";"Merluccius merluccius";"ICES";NA;"HKE";"126484";"8C3411";"8c, 9, 10";"27_8_C,27_9,27_10";"VIIIc), IX, X, COPACE 34.1.1 (1), internatina waters of XII and XIV";"FIDES match"
"North-East Atlantic";"Wedge sole";"Microchirus variegatus";"ICES";NA;"MKG";"274304";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Blue whiting";"Micromesistius poutassou";"ICES";NA;"WHB";"126439";"1X14";"1-9, 12, 14";"27_1,27_2,27_3,27_4,27_5,27_6,27_7,27_8,27_9,27_12,27_14";"FIDES match";"FIDES match"
"North-East Atlantic";"Lemon sole";"Microstomus kitt";"ICES";NA;"LEM";"127140";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Blue ling";"Molva dypterygia";"ICES";NA;"BLI";"126459";"5B67-";"5b, 6, 7";"27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"EU waters of Iia, IV, Vb, VI and VII";"FIDES match"
"North-East Atlantic";"Blue ling";"Molva dypterygia";"ICES";NA;"BLI";"126459";"12INT-";"12";"27_12";"EU waters of Iia, IV, Vb, VI and VII";"FIDES match"
"North-East Atlantic";"Spanish ling";"Molva macrophthalma";"ICES";NA;"SLI";"126460";"No TAC";"10";"27_10";"";""
"North-East Atlantic";"Ling";"Molva molva";"ICES";NA;"LIN";"126461";"05EI.";"5";"27_5";"VI, VII, VIII, IX, X, XII, XIV (1)(2)";"FIDES match"
"North-East Atlantic";"Ling";"Molva molva";"ICES";NA;"LIN";"126461";"6X14.";"juin-14";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"VI, VII, VIII, IX, X, XII, XIV (1)(2)";"FIDES match"
"North-East Atlantic";"Striped red mullet";"Mullus surmuletus";"ICES";NA;"MUR";"126986";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";""
"North-East Atlantic";"Starry smooth-hound";"Mustelus asterias";"ICES";NA;"SDS";"105821";"No TAC";"6, 7, 8, 9";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9";"";""
"North-East Atlantic";"Smooth-hound";"Mustelus mustelus";"ICES";NA;"SMD";"105822";"No TAC";"6, 7, 8, 9";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9";"";""
"North-East Atlantic";"Blackspotted smooth-hound";"Mustelus punctulatus";"ICES";NA;"MPT";"105823";"No TAC";"6, 7, 8, 9";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_8,27_9";"";""
"North-East Atlantic";"Smooth-hound";"Mustelus antarcticus, Mustelus californicus, Mustelus canis, Mustelus dorsalis, Mustelus fasciatus, Mustelus griseus, Mustelus henlei, Mustelus higmani, Mustelus lenticulatus, Mustelus lunulatus, Mustelus manazo, Mustelus schmitti, Mustelus mustelus, Mustelus norrisi, Mustelus asterias, Mustelus mento, Mustelus mosis, Mustelus palumbes, Mustelus punctulatus, Mustelus whitneyi, Mustelus, Mustelus spp";"ICES";NA;"CTU, CTN, CTI, CTD, CTF, CTE, CTK, CTJ, MTL, MUU, MTZ, SDP, SMD, MTR, SDS, MTE, MTM, MUP, MPT, MUW, SDV";"108006000701, 108006000702, 108006000703, 108006000704, 108006000705, 108006000706, 108006000707, 108006000708, 108006000709, 108006000710, 108006000711, 108006000712, 108006000713, 108006000714, 108006000715, 108006000716, 108006000717, 108006000718, 108006000720, 108006000721";"No TAC";"5-10, 12, 14";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_9,27_7_K,27_10,27_12,27_14";"";""
"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"107254";"5BC6.";"5b, 6";"27_5_B,27_6";"Vb) (1), VI";"FIDES match"
"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"107254";"07.";"7";"27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"VII";"FIDES match"
"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"107254";"8ABDE.";"8abde";"27_8_A,27_8_B,27_8_D,27_8_E";"VIIIabde";"FIDES match"
"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"107254";"08C.";"8c";"27_8_C";"ICES division VIIIc - Bay of Biscay - South";"FIDES match"
"North-East Atlantic";"Norway lobster";"Nephrops norvegicus";"ICES";NA;"NEP";"107254";"sept-11";"9";"27_9";"Functional Units 26 and 27 of ICES division IXa";"FIDES match but difference with area"
"North-East Atlantic";"Common octopus";"Octopus vulgaris";"ICES";NA;"OCC";"140605";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D,27_8_C,27_8_E,27_9_A,27_9_B,27_10,27_12,27_14";"";""
"North-East Atlantic";"Sailfin roughshark";"Oxynotus paradoxus";"ICES";NA;"OXN";"105915";"No TAC";"5, 6, 7, 8, 9, 10";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10";"";""
"North-East Atlantic";"Blackspot sea bream";"Pagellus bogaraveo";"ICES";NA;"SBR";"127059";"678-";"6, 7, 8";"27_6,27_7,27_8";"";"FIDES match (no entries in TAC reg 2021)"
"North-East Atlantic";"Blackspot sea bream";"Pagellus bogaraveo";"ICES";NA;"SBR";"127059";"09-";"9";"27_9";"";"FIDES match (no entries in TAC reg 2021)"
